system:index,analysis_class,class_id,late_season_B11,late_season_B12,late_season_B2,late_season_B3,late_season_B4,late_season_B5,late_season_B6,late_season_B7,late_season_B8,late_season_B8A,late_season_EVI,late_season_LSWI,late_season_NDRE,late_season_NDVI,sample_uid,spring_growth_B11,spring_growth_B12,spring_growth_B2,spring_growth_B3,spring_growth_B4,spring_growth_B5,spring_growth_B6,spring_growth_B7,spring_growth_B8,spring_growth_B8A,spring_growth_EVI,spring_growth_LSWI,spring_growth_NDRE,spring_growth_NDVI,summer_peak_B11,summer_peak_B12,summer_peak_B2,summer_peak_B3,summer_peak_B4,summer_peak_B5,summer_peak_B6,summer_peak_B7,summer_peak_B8,summer_peak_B8A,summer_peak_EVI,summer_peak_LSWI,summer_peak_NDRE,summer_peak_NDVI,winter_establishment_B11,winter_establishment_B12,winter_establishment_B2,winter_establishment_B3,winter_establishment_B4,winter_establishment_B5,winter_establishment_B6,winter_establishment_B7,winter_establishment_B8,winter_establishment_B8A,winter_establishment_EVI,winter_establishment_LSWI,winter_establishment_NDRE,winter_establishment_NDVI,.geo
1871_0,Maize,5,0.1982,0.0993,0.0475,0.0816,0.0534,0.1184,0.1955,0.2118,0.2232,0.2247,0.10037811911861572,0.055639125,0.096359745,0.15051544,Crop_Map_of_England_2022_Suffolk_refined_99707,0.2848,0.2657,0.0826,0.121,0.1502,0.1673,0.184,0.1968,0.2016,0.2048,0.08580879637157413,-0.1657665,0.0841315,0.15019988,0.2028,0.0954,0.0447,0.0711,0.0414,0.09165,0.3236,0.4677,0.4718,0.47995,0.7873183540204589,0.42273435,0.71415573,0.85892373,0.1218,0.0978,0.0406,0.0556,0.067,0.078,0.0821,0.0896,0.0962,0.0955,0.05602126742082935,-0.14486638,0.10675932,0.17892154,"{""type"":""MultiPoint"",""coordinates"":[]}"
1872_0,Maize,5,0.20325,0.17805,0.139,0.1582,0.1446,0.17435,0.267,0.31915,0.3064,0.3324,0.35749955417885937,0.2023891,0.31189212,0.35876375,Crop_Map_of_England_2022_Suffolk_refined_850340,0.23305,0.2175,0.0687,0.0796,0.09565,0.11245,0.16635,0.1792,0.1972,0.2002,0.17131564469333377,-0.13041796,0.2089679,0.27321592,0.1988,0.14985,0.0542,0.0679,0.067,0.09535,0.2099,0.2666,0.2604,0.27995,0.40248335764320864,0.13844675,0.47440296,0.54835606,0.1368,0.09155,0.0382,0.04925,0.0533,0.0809,0.11985,0.13125,0.1464,0.15095,0.15912048596512163,-0.0815477,0.20227219,0.31568414,"{""type"":""MultiPoint"",""coordinates"":[]}"
1873_0,Maize,5,0.2251,0.1644,0.1194,0.129,0.1372,0.1726,0.1988,0.2155,0.199,0.2342,0.13712612871645807,-0.061542086,0.15142576,0.18381916,Crop_Map_of_England_2022_Norfolk_refined_870192,0.26555,0.2216,0.0881,0.1133,0.1359,0.1654,0.1871,0.19875,0.2086,0.2154,0.12493233588492234,-0.14664306,0.15184727,0.20434535,0.1831,0.13745,0.0505,0.0749,0.082200006,0.10365,0.18135,0.19925,0.2047,0.2308,0.20893013358590876,0.013901531,0.3587971,0.39654222,0.209,0.142,0.0608,0.08,0.0973,0.139,0.1464,0.1645,0.17,0.1837,0.1278590022875138,-0.14207649,0.14025287,0.26195025,"{""type"":""MultiPoint"",""coordinates"":[]}"
1878_0,Maize,5,0.3338,0.2652,0.1066,0.13,0.1521,0.19445,0.2968,0.33345,0.2905,0.37325,0.24648769332819503,-0.069083884,0.31501532,0.3127174,Crop_Map_of_England_2022_Norfolk_refined_401082,0.3476,0.2934,0.105,0.1406,0.1654,0.2133,0.2495,0.2701,0.301,0.2909,0.21803239818935036,-0.066482954,0.1876054,0.3117135,0.3061,0.22665,0.0694,0.09795,0.100099996,0.1652,0.29485,0.3341,0.3498,0.3575,0.39094208122164825,0.038890794,0.35682052,0.5202007,0.1815,0.119,0.0467,0.0692,0.063449994,0.11715,0.1762,0.1925,0.20539999,0.21225,0.2920602756677114,0.071812026,0.28655618,0.5323506,"{""type"":""MultiPoint"",""coordinates"":[]}"
1881_0,Maize,5,0.1266,0.0818,0.05385,0.0621,0.0523,0.08985,0.19435,0.2255,0.2327,0.2306,0.3881453209575987,0.2968653,0.47079742,0.67009854,Crop_Map_of_England_2022_Norfolk_refined_1055780,0.24925,0.17305,0.0489,0.07615,0.074750006,0.12975,0.2126,0.2506,0.2448,0.272,0.3404631567853238,0.002593107,0.32635537,0.5484038,0.2129,0.1265,0.03,0.0479,0.0482,0.1036,0.267,0.3192,0.32,0.3377,0.4970132557125639,0.12938178,0.48405796,0.7159686,0.1427,0.08935,0.0188,0.0363,0.0306,0.0791,0.15895,0.18895,0.193,0.2072,0.2953544295910955,0.105203666,0.41689613,0.7032375,"{""type"":""MultiPoint"",""coordinates"":[]}"
1883_0,Maize,5,0.29425,0.24285,0.13,0.1483,0.1458,0.19925,0.3112,0.3518,0.3666,0.37445,0.4344920411053051,0.10843211,0.30544654,0.42965767,Crop_Map_of_England_2022_Cambridgeshire_refined_607567,0.1967,0.14805,0.0626,0.0836,0.081,0.12305,0.21805,0.2352,0.235,0.24685,0.30429247001951454,0.087515146,0.322072,0.4890167,0.1982,0.11775,0.0678,0.0865,0.09725,0.13355,0.3049,0.3651,0.3121,0.3771,0.40254724966606814,0.2099657,0.48046553,0.525096,0.18245,0.1268,0.04885,0.06085,0.0686,0.1087,0.1715,0.19705,0.1936,0.2231,0.24521242530912712,0.005946967,0.31687313,0.44982675,"{""type"":""MultiPoint"",""coordinates"":[]}"
1885_0,Maize,5,0.0452,0.0245,0.0505,0.056,0.0369,0.0632,0.13425,0.1489,0.1506,0.1507,0.286186045568199,0.53829974,0.40906966,0.6064144,Crop_Map_of_England_2022_Cambridgeshire_refined_757060,0.2364,0.1938,0.0514,0.0844,0.0993,0.1254,0.151,0.1614,0.1726,0.1657,0.16101100809694122,-0.036312252,0.17374241,0.32155997,0.1953,0.1287,0.0511,0.0979,0.0796,0.14225,0.3319,0.38355,0.402,0.38735,0.581229400109726,0.37501737,0.4553182,0.68634766,0.1457,0.12835,0.02775,0.0489,0.05695,0.07405,0.09185,0.0963,0.09855,0.09935,0.08798692955819706,-0.19132558,0.14038126,0.30506796,"{""type"":""MultiPoint"",""coordinates"":[]}"
1886_0,Maize,5,0.41145,0.36935,0.196,0.2325,0.2511,0.3103,0.3831,0.4247,0.388,0.451,0.24041640218804855,-0.029336078,0.18489046,0.21419215,Crop_Map_of_England_2022_Norfolk_refined_1092515,0.1737,0.1003,0.0397,0.0659,0.0514,0.1198,0.2951,0.3411,0.3692,0.3698,0.5616022595150528,0.34760562,0.50167924,0.752809,0.3563,0.3011,0.1144,0.1554,0.2118,0.2334,0.2608,0.2843,0.2964,0.3128,0.11024685084400543,-0.10794928,0.18564683,0.17520556,0.17335,0.09275,0.0303,0.06355,0.03025,0.1136,0.3396,0.39945,0.422,0.4142,0.7114705984552432,0.43576634,0.5685594,0.869412,"{""type"":""MultiPoint"",""coordinates"":[]}"
1888_0,Maize,5,0.0802,0.035,0.04415,0.046,0.02895,0.04795,0.17985,0.24485,0.2409,0.25115,0.4891041198653834,0.50047565,0.67936224,0.78543717,Crop_Map_of_England_2022_Suffolk_refined_26690,0.23455,0.19885,0.1929,0.206,0.2008,0.21135,0.24445,0.24885,0.2674,0.262,0.15795990017902511,0.03300257,0.116514325,0.1604112,0.19635,0.1101,0.0373,0.05705,0.042850003,0.0775,0.28655,0.4048,0.4166,0.42115,0.7234531952084502,0.36074772,0.66204584,0.7928907,0.1617,0.1327,0.03365,0.04155,0.056900002,0.07135,0.09235,0.0996,0.1092,0.11435,0.12151150163939009,-0.18282415,0.23369774,0.33097523,"{""type"":""MultiPoint"",""coordinates"":[]}"
1890_0,Maize,5,0.15385,0.135,0.0527,0.06625,0.0741,0.08795,0.1246,0.14085,0.14289999,0.1518,0.1526597842365303,0.10478158,0.36011994,0.43360382,Crop_Map_of_England_2022_Cambridgeshire_refined_768289,0.2206,0.1934,0.06785,0.09265,0.117400005,0.1329,0.1504,0.1615,0.163,0.17205,0.0867280263654282,-0.16463867,0.13866805,0.16650571,0.1913,0.11845,0.0404,0.0655,0.060450003,0.09235,0.21375,0.2658,0.2557,0.2766,0.3646484302202844,0.2202554,0.53321546,0.6336881,0.1489,0.0933,0.0289,0.0474,0.0412,0.0827,0.1843,0.2059,0.2126,0.2245,0.2823163106329903,0.080459766,0.41423357,0.6438792,"{""type"":""MultiPoint"",""coordinates"":[]}"
1891_0,Maize,5,0.1688,0.10225,0.0568,0.0721,0.062400002,0.10535,0.25535,0.2947,0.2847,0.3037,0.44501003795361926,0.27209637,0.49262288,0.64877886,Crop_Map_of_England_2022_Suffolk_refined_159744,0.2935,0.2566,0.0674,0.1036,0.123,0.1569,0.1781,0.1872,0.211,0.206,0.12444903371596498,-0.16758457,0.12138416,0.24337065,0.297,0.2173,0.06835,0.1178,0.13069999,0.18345,0.30585,0.3487,0.34899998,0.3639,0.3153964889203609,0.068948396,0.3256395,0.4415036,0.1757,0.1223,0.0364,0.0816,0.0711,0.1306,0.1789,0.1824,0.202,0.1966,0.17720386512965358,0.07029217,0.15695067,0.35477582,"{""type"":""MultiPoint"",""coordinates"":[]}"
1892_0,Maize,5,0.2199,0.1009,0.042,0.0812,0.0438,0.0958,0.4201,0.5813,0.5576,0.5882,0.8532616144586502,0.43434086,0.719883,0.8543399,Crop_Map_of_England_2022_Cambridgeshire_refined_430623,0.158,0.125,0.0438,0.06425,0.0827,0.09385,0.1018,0.1127,0.12055,0.12165,0.07320681551512968,-0.13083348,0.12972556,0.18974318,0.1818,0.0996,0.03925,0.0656,0.045199998,0.08795,0.22575,0.27905,0.28565,0.2929,0.4532904228149614,0.26073423,0.57756203,0.73790663,0.1237,0.1036,0.0253,0.038,0.0527,0.0621,0.0698,0.0795,0.088,0.0878,0.06414840840025199,-0.15932521,0.14769031,0.2238548,"{""type"":""MultiPoint"",""coordinates"":[]}"
1893_0,Maize,5,0.23505,0.1921,0.123,0.1436,0.139,0.17045,0.3033,0.3505,0.3468,0.38045,0.38264398319939286,0.18884023,0.41630268,0.49779022,Crop_Map_of_England_2022_Norfolk_refined_570787,0.20565,0.16155,0.05215,0.0762,0.08565,0.11545,0.16655,0.17855,0.1897,0.1929,0.23540177050329203,0.022456873,0.26127347,0.433918,0.1764,0.1172,0.0496,0.0861,0.0735,0.1173,0.2432,0.2849,0.279,0.2981,0.39755480845628516,0.2561591,0.47296268,0.63965684,0.0858,0.04465,0.02135,0.0389,0.02325,0.0543,0.11635,0.1315,0.13690001,0.147,0.23269508822622395,0.16976249,0.4344797,0.6866415,"{""type"":""MultiPoint"",""coordinates"":[]}"
1895_0,Maize,5,0.30505,0.26755,0.0975,0.1215,0.1431,0.178,0.2166,0.24115,0.2379,0.25545,0.17368484103400103,-0.12366722,0.17836949,0.24886298,Crop_Map_of_England_2022_Norfolk_refined_1090832,0.2969,0.2426,0.0855,0.1233,0.1453,0.18085,0.22665,0.24495,0.25980002,0.2619,0.20252307578717477,-0.046005215,0.20424926,0.2898728,0.26925,0.1875,0.0581,0.09685,0.0898,0.1558,0.3072,0.3594,0.3748,0.38265,0.4640549978023547,0.17674954,0.4153575,0.6074633,0.1399,0.0972,0.037,0.0525,0.0608,0.0917,0.1244,0.1324,0.1358,0.1496,0.13290650526510292,-0.04672896,0.22376618,0.32787842,"{""type"":""MultiPoint"",""coordinates"":[]}"
1896_0,Maize,5,0.1668,0.11295,0.0552,0.0815,0.05895,0.1151,0.2505,0.28865,0.3026,0.30475,0.45873544638485764,0.3665055,0.45436335,0.68730134,Crop_Map_of_England_2022_Norfolk_refined_1102471,0.2458,0.2242,0.0648,0.0925,0.1174,0.1351,0.1745,0.189,0.186,0.2123,0.12808978840845847,-0.1273084,0.16727968,0.2357287,0.28635,0.19735,0.06705,0.1107,0.1055,0.1731,0.3282,0.3725,0.4074,0.39715,0.43704009801736865,0.15990461,0.38591695,0.56172174,0.2154,0.1392,0.037,0.0596,0.073,0.1262,0.1977,0.2254,0.2382,0.2579,0.30722079186844153,0.042263877,0.3573487,0.47058824,"{""type"":""MultiPoint"",""coordinates"":[]}"
1898_0,Maize,5,0.187,0.0948,0.0508,0.08675,0.050049998,0.10815,0.3126,0.36325,0.3728,0.36895,0.624386357991341,0.3315817,0.5466321,0.76297754,Crop_Map_of_England_2022_Cambridgeshire_refined_337119,0.2926,0.2792,0.1016,0.139,0.1694,0.1862,0.1972,0.2126,0.2204,0.2188,0.08668423921767941,-0.11632214,0.08049383,0.13052109,0.28475,0.2381,0.0875,0.1229,0.145,0.17015,0.2673,0.2891,0.30409998,0.2989,0.20924193204156427,-0.043659568,0.17376558,0.26498222,0.13505,0.0758,0.03895,0.0665,0.04815,0.11785,0.2289,0.2514,0.271,0.2847,0.4375415030656572,0.42179695,0.4469292,0.729957,"{""type"":""MultiPoint"",""coordinates"":[]}"
1899_0,Maize,5,0.21955,0.129,0.0537,0.0832,0.06475,0.1267,0.3078,0.3589,0.3758,0.3718,0.5711215080402203,0.2629962,0.49136326,0.7059968,Crop_Map_of_England_2022_Cambridgeshire_refined_667546,0.27505,0.24735,0.06745,0.1071,0.1302,0.15355,0.2112,0.23495,0.2241,0.2421,0.15412203721932072,-0.092985414,0.20789427,0.26645195,0.2963,0.219,0.0684,0.1196,0.1272,0.183,0.3117,0.3539,0.3656,0.3725,0.38604762720766583,0.08454107,0.3391677,0.49443558,0.205175,0.12949167,0.0489,0.08245,0.078324996,0.14586666,0.22595,0.2473,0.256,0.2637,0.2818324213045781,0.08009178,0.29289916,0.5147759,"{""type"":""MultiPoint"",""coordinates"":[]}"
1900_0,Maize,5,0.22395,0.16375,0.1475,0.1844,0.2124,0.24165,0.2909,0.3024,0.314,0.3228,0.17154655524786955,0.16731042,0.14385502,0.19303545,Crop_Map_of_England_2022_Norfolk_refined_141102,0.3102,0.2475,0.08295,0.1214,0.13929999,0.20095,0.27555,0.2996,0.3272,0.3227,0.2874975640574727,0.011133972,0.22441605,0.38797954,0.4994,0.48535,0.1905,0.2507,0.3188,0.3556,0.3651,0.3867,0.3952,0.4082,0.09728816693794035,-0.10362906,0.056722257,0.10545258,0.13645,0.08815,0.0421,0.06775,0.05275,0.11385,0.1736,0.19095,0.188,0.20475,0.25842989202101696,0.14734656,0.30313745,0.52768564,"{""type"":""MultiPoint"",""coordinates"":[]}"
1901_0,Maize,5,0.2659,0.21335,0.0763,0.0948,0.1234,0.1424,0.14775,0.16165,0.16679999,0.179,0.08127604667455003,-0.22901651,0.11387838,0.14955126,Crop_Map_of_England_2022_Norfolk_refined_198109,0.20435,0.19525,0.0612,0.0789,0.0969,0.11525,0.1275,0.13585,0.1473,0.14775,0.1032485002711476,-0.18386005,0.12625082,0.19368222,0.2202,0.1472,0.0534,0.0772,0.08,0.1257,0.2475,0.3166,0.3192,0.3286,0.39717385052677556,0.14648333,0.43135038,0.5930824,0.19005,0.13125,0.0471,0.06445,0.07085,0.10815,0.1407,0.1523,0.15849999,0.16935,0.16221926355603034,-0.06962736,0.23191895,0.39882797,"{""type"":""MultiPoint"",""coordinates"":[]}"
1903_0,Maize,5,0.2431,0.1381,0.0501,0.08,0.0668,0.1387,0.2808,0.3134,0.346,0.3444,0.5090988523611024,0.17467321,0.42579177,0.6763566,Crop_Map_of_England_2022_Cambridgeshire_refined_756235,0.22435,0.122,0.0454,0.0728,0.0722,0.1394,0.30435,0.34405,0.3054,0.3649,0.4179050047928039,0.14930968,0.4442057,0.6144073,0.2598,0.1843,0.059,0.091,0.0686,0.1636,0.2664,0.3356,0.4236,0.3411,0.6377425055366366,0.23586522,0.35729718,0.72125155,0.2103,0.1302,0.0325,0.04815,0.0529,0.1071,0.188,0.20625,0.2054,0.2408,0.2873095935508073,-0.004255001,0.37940526,0.58243495,"{""type"":""MultiPoint"",""coordinates"":[]}"
1904_0,Maize,5,0.23855,0.1736,0.08015,0.1092,0.1176,0.1591,0.22925,0.2602,0.2627,0.28405,0.26025549494550937,0.06423643,0.27974495,0.38093215,Crop_Map_of_England_2022_Suffolk_refined_95044,0.2525,0.18805,0.0593,0.0864,0.09905,0.13415,0.18345,0.2058,0.2159,0.22,0.20382934266912411,-0.06074701,0.24600334,0.38495484,0.2128,0.1075,0.0502,0.0886,0.0556,0.1182,0.2961,0.3729,0.3752,0.3878,0.6044192438851241,0.34510556,0.60910517,0.781393,0.176,0.1188,0.0432,0.0612,0.0702,0.0991,0.1338,0.1478,0.1544,0.1545,0.17141060114836068,-0.054014597,0.23590463,0.37865907,"{""type"":""MultiPoint"",""coordinates"":[]}"
1905_0,Maize,5,0.17935,0.13145,0.1125,0.1093,0.1162,0.1351,0.15135,0.16775,0.18900001,0.17375,0.17457771186666077,0.026337538,0.12503193,0.2384049,Crop_Map_of_England_2022_Norfolk_refined_924285,0.2974,0.2464,0.0739,0.0991,0.126,0.1534,0.1847,0.1971,0.2134,0.2161,0.14751871209037165,-0.16344796,0.17815442,0.26205692,0.2432,0.14995,0.0548,0.0708,0.07055,0.11185,0.25025,0.30435,0.30650002,0.31935,0.39015905943635126,0.17128281,0.40562016,0.5959041,0.1849,0.1146,0.0401,0.068,0.0538,0.1167,0.2219,0.2359,0.2526,0.2588,0.34608891169732925,0.129174,0.37068966,0.6020408,"{""type"":""MultiPoint"",""coordinates"":[]}"
1907_0,Maize,5,0.0393,0.01815,0.0299,0.0272,0.016,0.02625,0.08105,0.1024,0.0994,0.1052,0.21469434062160936,0.43335414,0.6005909,0.72270393,Crop_Map_of_England_2022_Cambridgeshire_refined_249562,0.22405,0.12275,0.04375,0.0771,0.060450003,0.13095,0.3121,0.35125,0.3916,0.37615,0.5046071149594958,0.31861237,0.46736956,0.75586945,0.30745,0.24395,0.05705,0.0745,0.09909999,0.12825,0.1852,0.2081,0.2374,0.24845,0.1932825048255657,-0.19536264,0.25182375,0.32603326,0.1895,0.1023,0.03315,0.0703,0.043899998,0.1259,0.29975,0.33775,0.3534,0.3564,0.5656593158223637,0.26701978,0.47545716,0.76207656,"{""type"":""MultiPoint"",""coordinates"":[]}"
1908_0,Maize,5,0.22095,0.1004,0.0643,0.08505,0.05105,0.10115,0.38865,0.52385,0.5188,0.5437,0.8718166457146646,0.40184084,0.68758166,0.8218662,Crop_Map_of_England_2022_Cambridgeshire_refined_85113,0.2187,0.12715,0.04515,0.0765,0.0608,0.12535,0.2722,0.31565,0.33380002,0.3315,0.5059234580317318,0.24780506,0.47742367,0.70698017,0.24195,0.21475,0.06225,0.082,0.1016,0.11585,0.21145,0.2439,0.2682,0.2628,0.3632849907572076,0.073566765,0.2645378,0.34863135,0.1807,0.12715,0.0468,0.0736,0.065,0.12045,0.2274,0.2519,0.26880002,0.26585,0.41660810080391886,0.16059382,0.38474426,0.6420794,"{""type"":""MultiPoint"",""coordinates"":[]}"
1911_0,Maize,5,0.09155,0.05525,0.0814,0.0805,0.0736,0.08805,0.14225,0.16175,0.15810001,0.163,0.21362347424315786,0.26732257,0.29893747,0.36474735,Crop_Map_of_England_2022_Cambridgeshire_refined_658899,0.34845,0.338,0.1064,0.1487,0.18380001,0.2085,0.2355,0.2471,0.26319999,0.26545,0.11672401349971315,-0.13484766,0.11329517,0.1702666,0.2102,0.1638,0.063,0.09045,0.1038,0.1263,0.2837,0.3611,0.36519998,0.3784,0.49911154183758655,0.22317576,0.40177217,0.46748126,0.1679,0.1423,0.0476,0.0565,0.0698,0.09,0.1081,0.1133,0.1298,0.1378,0.09714829764575689,-0.13147044,0.14491019,0.23236822,"{""type"":""MultiPoint"",""coordinates"":[]}"
1912_0,Maize,5,0.3602,0.33435,0.1012,0.1358,0.17559999,0.19835,0.2191,0.23195,0.2448,0.2594,0.11238218968316221,-0.19074556,0.13337728,0.16460434,Crop_Map_of_England_2022_Suffolk_refined_89943,0.3061,0.30385,0.07525,0.1073,0.1422,0.16495,0.17525,0.18765,0.2051,0.202,0.09210502172074095,-0.1904545,0.10482318,0.16113864,0.2753,0.2171,0.0642,0.0972,0.1106,0.1542,0.2378,0.2945,0.3006,0.3099,0.31059902566583475,0.01005112,0.3229418,0.4397163,0.1346,0.0722,0.0258,0.0441,0.0298,0.0792,0.2056,0.2376,0.2514,0.2539,0.44592174496575765,0.33776093,0.5425931,0.7938349,"{""type"":""MultiPoint"",""coordinates"":[]}"
1913_0,Maize,5,0.20075,0.1358,0.08185,0.1048,0.1379,0.15045,0.2128,0.2275,0.2101,0.24275,0.12683123597960289,0.022402395,0.23379806,0.2070681,Crop_Map_of_England_2022_Norfolk_refined_1031913,0.3744,0.3198,0.1194,0.1732,0.2198,0.2313,0.2789,0.2988,0.3312,0.3165,0.14921156248283338,-0.05934282,0.15981409,0.2,0.2827,0.1932,0.0668,0.1079,0.1351,0.1641,0.28835,0.3529,0.36400002,0.3766,0.29703532896828955,0.112941146,0.3514049,0.41915348,0.18235,0.121,0.05755,0.0825,0.1161,0.1314,0.20675,0.2214,0.2449,0.24835,0.14814448081847928,0.024996089,0.19370049,0.2581495,"{""type"":""MultiPoint"",""coordinates"":[]}"
1914_0,Maize,5,0.2586,0.1653,0.0857,0.1162,0.0921,0.1684,0.3731,0.4294,0.4602,0.46425,0.6761154811118804,0.28391248,0.4659171,0.6734461,Crop_Map_of_England_2022_Norfolk_refined_840783,0.29705,0.22305,0.07945,0.1113,0.14289999,0.16655,0.23435,0.25185,0.26200002,0.2733,0.20082104182757982,-0.06888268,0.24106659,0.26156482,0.29455,0.1957,0.0815,0.121,0.1357,0.16555,0.2784,0.31695,0.3324,0.3393,0.2959051469500744,0.082680136,0.32730123,0.32067207,0.18725,0.1252,0.04355,0.06585,0.0773,0.11125,0.1565,0.17555,0.1718,0.19465,0.1723730898812331,-0.051196925,0.25558093,0.36458647,"{""type"":""MultiPoint"",""coordinates"":[]}"
1918_0,Maize,5,0.4698,0.3788,0.505,0.487,0.4858,0.55045,0.54915,0.54365,0.5126,0.55545,0.10465686730419343,0.04356407,0.004530627,0.02683938,Crop_Map_of_England_2022_Norfolk_refined_27948,0.3287,0.2888,0.0842,0.1164,0.1498,0.1843,0.1998,0.2099,0.2214,0.2304,0.1460055050404815,-0.11403508,0.16419646,0.21408609,0.26385,0.18695,0.0586,0.0884,0.09275,0.1517,0.2415,0.27025,0.2938,0.30135,0.32789193423147345,0.03722101,0.3148066,0.48474932,0.1931,0.1133,0.05375,0.0909,0.075550005,0.16255,0.2884,0.3226,0.3583,0.35425,0.45436290115467004,0.30277672,0.36535797,0.6554706,"{""type"":""MultiPoint"",""coordinates"":[]}"
1920_0,Maize,5,0.06645,0.0402,0.0455,0.0422,0.03175,0.0459,0.08425,0.09595,0.0916,0.10285,0.1585574924137617,0.15772556,0.3780121,0.48165968,Crop_Map_of_England_2022_Suffolk_refined_741505,0.19185,0.1549,0.0485,0.0611,0.06295,0.09445,0.12675,0.1448,0.1823,0.16245,0.21791396810858382,-0.014676441,0.27874416,0.4367177,0.2044,0.1333,0.0608,0.0774,0.0723,0.1075,0.225,0.2709,0.2608,0.2927,0.39943647649343333,0.21904762,0.46381766,0.6188847,0.1422,0.1094,0.0291,0.0504,0.0437,0.0817,0.117,0.1347,0.1622,0.1598,0.20335195619104313,0.037955087,0.29313543,0.5184136,"{""type"":""MultiPoint"",""coordinates"":[]}"
1922_0,Maize,5,0.21085,0.16605,0.07315,0.0799,0.0915,0.11085,0.1405,0.1606,0.17930001,0.18485,0.1860677958677141,-0.06889368,0.2502532,0.32423067,Crop_Map_of_England_2022_Suffolk_refined_452151,0.2415,0.2062,0.073,0.0994,0.1256,0.1372,0.1492,0.161,0.1776,0.1698,0.10326400730047597,-0.15563668,0.13479623,0.20637515,0.2229,0.1412,0.05015,0.081,0.09565,0.1403,0.22615,0.26325,0.2794,0.30705,0.2818090066875505,0.09652897,0.34332386,0.4521085,0.131,0.095,0.0358,0.0479,0.068,0.0847,0.0911,0.0934,0.1106,0.1131,0.08523966548010889,-0.13035552,0.14207049,0.25381818,"{""type"":""MultiPoint"",""coordinates"":[]}"
1923_0,Maize,5,0.0664,0.0415,0.05695,0.05465,0.053999998,0.06275,0.069,0.0741,0.0739,0.0809,0.05126138127448214,0.053592183,0.12634733,0.15559468,Crop_Map_of_England_2022_Norfolk_refined_470094,0.354,0.3265,0.1128,0.1584,0.204,0.2332,0.2498,0.2613,0.2874,0.2768,0.11104580377123896,-0.11131416,0.087240115,0.15984148,0.4149,0.3998,0.1586,0.1978,0.2556,0.2843,0.2989,0.3175,0.3192,0.3365,0.10643822880204767,-0.11087248,0.07212794,0.12921923,0.1658,0.1217,0.0646,0.0909,0.126,0.1496,0.1593,0.1734,0.1736,0.1802,0.09222424275198154,0.023521667,0.09009009,0.18118244,"{""type"":""MultiPoint"",""coordinates"":[]}"
1924_0,Maize,5,0.0722,0.0384,0.046,0.0488,0.0314,0.0519,0.1267,0.1453,0.1488,0.1597,0.3080787388516093,0.28301886,0.5333653,0.6775648,Crop_Map_of_England_2022_Cambridgeshire_refined_621472,0.2145,0.1686,0.056,0.077,0.0828,0.1179,0.1934,0.2137,0.189,0.237,0.22089222578940626,-0.06289957,0.33870447,0.42097265,0.2517,0.188,0.0672,0.092,0.09645,0.13785,0.21905,0.2595,0.2493,0.2857,0.2820435226959544,-0.03550164,0.3571575,0.44176573,0.11165,0.06,0.0159,0.03275,0.0196,0.06945,0.15775,0.1807,0.16260001,0.1916,0.29739382161952604,0.15533157,0.47766623,0.78007716,"{""type"":""MultiPoint"",""coordinates"":[]}"
1925_0,Maize,5,0.2612,0.1938,0.0708,0.0926,0.1256,0.1507,0.1658,0.1822,0.188,0.2044,0.11059123750758534,-0.16295639,0.151225,0.19897959,Crop_Map_of_England_2022_Norfolk_refined_629372,0.31335,0.28425,0.0871,0.1126,0.1389,0.1695,0.1978,0.21775,0.2333,0.2342,0.17763859503658297,-0.11092416,0.16664842,0.29081312,0.2035,0.1091,0.0378,0.0676,0.0499,0.0989,0.2866,0.3617,0.3808,0.3922,0.5761338190149938,0.30477762,0.59359807,0.76664346,0.1766,0.1268,0.0499,0.0674,0.0834,0.1124,0.1294,0.1391,0.1566,0.1608,0.14549726971484941,-0.07552081,0.17203389,0.3014528,"{""type"":""MultiPoint"",""coordinates"":[]}"
1926_0,Maize,5,0.2685,0.22475,0.0811,0.0916,0.11579999,0.14295,0.15785,0.17215,0.1895,0.1933,0.14439625679531343,-0.17244852,0.14991015,0.24138734,Crop_Map_of_England_2022_Norfolk_refined_140259,0.30575,0.2281,0.0702,0.0964,0.1132,0.16445,0.2093,0.2276,0.2492,0.25345,0.2437544366037412,-0.07613086,0.23278181,0.3720196,0.236,0.161,0.05795,0.0924,0.094799995,0.1431,0.2513,0.29315,0.297,0.31715,0.34952672732281853,0.11819228,0.38943946,0.51820064,0.18545,0.1219,0.0395,0.05825,0.07005,0.1037,0.15325,0.16635,0.1797,0.187,0.22566032815340764,-0.032349497,0.27794686,0.45354593,"{""type"":""MultiPoint"",""coordinates"":[]}"
1927_0,Maize,5,0.2077,0.09935,0.04775,0.0808,0.0513,0.11315,0.33835,0.40645,0.4012,0.41555,0.6475447299643142,0.31778228,0.571955,0.77326125,Crop_Map_of_England_2022_Norfolk_refined_318537,0.24215,0.2205,0.0552,0.08755,0.104499996,0.1484,0.1633,0.17695,0.17469999,0.18495,0.08847394650759642,-0.16928849,0.111112915,0.17346284,0.24855,0.1596,0.0589,0.0905,0.09395,0.1418,0.276,0.3079,0.31370002,0.31635,0.40781537021631376,0.17074278,0.43141514,0.5799924,0.2256,0.1399,0.0473,0.08525,0.0732,0.14845,0.2609,0.2881,0.3135,0.31085,0.4254084900882552,0.16995524,0.35309714,0.6173832,"{""type"":""MultiPoint"",""coordinates"":[]}"
