system:index,analysis_class,class_id,late_season_B11,late_season_B12,late_season_B2,late_season_B3,late_season_B4,late_season_B5,late_season_B6,late_season_B7,late_season_B8,late_season_B8A,late_season_EVI,late_season_LSWI,late_season_NDRE,late_season_NDVI,sample_uid,spring_growth_B11,spring_growth_B12,spring_growth_B2,spring_growth_B3,spring_growth_B4,spring_growth_B5,spring_growth_B6,spring_growth_B7,spring_growth_B8,spring_growth_B8A,spring_growth_EVI,spring_growth_LSWI,spring_growth_NDRE,spring_growth_NDVI,summer_peak_B11,summer_peak_B12,summer_peak_B2,summer_peak_B3,summer_peak_B4,summer_peak_B5,summer_peak_B6,summer_peak_B7,summer_peak_B8,summer_peak_B8A,summer_peak_EVI,summer_peak_LSWI,summer_peak_NDRE,summer_peak_NDVI,winter_establishment_B11,winter_establishment_B12,winter_establishment_B2,winter_establishment_B3,winter_establishment_B4,winter_establishment_B5,winter_establishment_B6,winter_establishment_B7,winter_establishment_B8,winter_establishment_B8A,winter_establishment_EVI,winter_establishment_LSWI,winter_establishment_NDRE,winter_establishment_NDVI,.geo
50_0,Beet (sugar beet / fodder beet),4,0.3337,0.2533,0.104,0.1456,0.172,0.226,0.3041,0.3357,0.3484,0.3671,0.2806744006407357,0.021551087,0.23790255,0.33897,Crop_Map_of_England_2022_Suffolk_refined_513336,0.2892,0.2836,0.0827,0.1066,0.1418,0.1628,0.1822,0.1965,0.213,0.2124,0.10888987525347575,-0.16259827,0.1216,0.18727052,0.3122,0.21505,0.0931,0.1566,0.1458,0.2333,0.36825,0.40745,0.4268,0.4357,0.4879669947545931,0.16762608,0.31668893,0.48384428,0.15605,0.0879,0.03125,0.0496,0.0472,0.0893,0.1723,0.1957,0.2286,0.21805,0.3426002868572604,0.22223371,0.44483814,0.6865893,"{""type"":""MultiPoint"",""coordinates"":[]}"
51_0,Beet (sugar beet / fodder beet),4,0.2643,0.2007,0.091,0.1272,0.1198,0.1786,0.2956,0.3296,0.3672,0.3412,0.4406839803861129,0.18554807,0.3178182,0.51724136,Crop_Map_of_England_2022_Suffolk_refined_498048,0.298,0.2827,0.08725,0.1344,0.17269999,0.1961,0.21085,0.22475,0.2409,0.23185,0.09365434123241707,-0.1197764,0.06717724,0.14507005,0.22945,0.1519,0.0602,0.1099,0.09729999,0.17105,0.3377,0.37305,0.3922,0.39525,0.5153261852479474,0.25846422,0.37947667,0.5989476,0.15895,0.14315,0.05035,0.0752,0.09555,0.11215,0.12195,0.12305,0.133,0.1321,0.0748135530844562,-0.0922773,0.08153254,0.17568599,"{""type"":""MultiPoint"",""coordinates"":[]}"
52_0,Beet (sugar beet / fodder beet),4,0.19355,0.12825,0.0594,0.08925,0.092,0.145,0.23315,0.2516,0.2553,0.27355,0.2935607104197824,0.13118647,0.2773587,0.46852177,Crop_Map_of_England_2022_Norfolk_refined_1125365,0.33245,0.32255,0.0959,0.1334,0.17390001,0.20165,0.21595,0.2268,0.2448,0.2441,0.10592959355419365,-0.16031408,0.10208336,0.17451258,0.2247,0.13405,0.076,0.133,0.0792,0.1862,0.3787,0.41845,0.4346,0.44135,0.3407210338354372,0.118728444,0.271347,0.3878275,0.18825,0.13485,0.05915,0.08125,0.104499996,0.13905,0.1468,0.15445,0.1765,0.1694,0.11253132214210629,-0.04197344,0.12392783,0.22191708,"{""type"":""MultiPoint"",""coordinates"":[]}"
53_0,Beet (sugar beet / fodder beet),4,0.1614,0.0925,0.0619,0.09285,0.0747,0.1482,0.3109,0.3521,0.35799998,0.37115,0.527784950969947,0.38279065,0.42921808,0.65744936,Crop_Map_of_England_2022_Suffolk_refined_502567,0.2764,0.2379,0.07225,0.1005,0.1285,0.15805,0.1737,0.19015,0.1989,0.19745,0.1331147765644695,-0.1655223,0.13078095,0.23316105,0.2027,0.1175,0.0532,0.0956,0.0799,0.1409,0.3515,0.3955,0.3944,0.4088,0.5559981137304455,0.33185068,0.45454547,0.6717906,0.2084,0.1476,0.0487,0.07415,0.091,0.1315,0.1694,0.1852,0.2016,0.2037,0.18764243188777302,-0.037630394,0.18133616,0.35614097,"{""type"":""MultiPoint"",""coordinates"":[]}"
55_0,Beet (sugar beet / fodder beet),4,0.1935,0.13625,0.08885,0.1135,0.1043,0.157,0.2726,0.2989,0.308,0.31775,0.4019362136907235,0.23144573,0.33923203,0.49988934,Crop_Map_of_England_2022_Cambridgeshire_refined_707007,0.2791,0.2465,0.0982,0.1314,0.158,0.1846,0.2221,0.2335,0.2494,0.2508,0.1397634688965982,-0.057242777,0.1417364,0.21436343,0.2625,0.1903,0.0922,0.1368,0.1444,0.2056,0.323,0.3615,0.3792,0.3836,0.3790949288107195,0.19841647,0.32389784,0.44973966,0.1347,0.1073,0.0393,0.0531,0.0627,0.0971,0.1241,0.1315,0.14,0.1488,0.12562602813531518,-0.032860044,0.2010959,0.3249551,"{""type"":""MultiPoint"",""coordinates"":[]}"
56_0,Beet (sugar beet / fodder beet),4,0.17045,0.07815,0.06035,0.1063,0.0619,0.16125,0.4299,0.48945,0.4946,0.50155,0.7654164376510373,0.48739755,0.51343304,0.77752703,Crop_Map_of_England_2022_Norfolk_refined_205063,0.36055,0.34735,0.1115,0.1567,0.2026,0.231,0.2482,0.25915,0.2732,0.27255,0.10791053271923831,-0.12108914,0.07744718,0.15414993,0.20335,0.10545,0.05565,0.1044,0.06715,0.15965,0.43515,0.5071,0.50619996,0.52245,0.7885951076131954,0.43719727,0.52292025,0.76678985,0.1504,0.09755,0.04505,0.0768,0.075,0.12095,0.18265,0.19585,0.2103,0.2078,0.12583160631045204,0.008504411,0.12956761,0.22386041,"{""type"":""MultiPoint"",""coordinates"":[]}"
59_0,Beet (sugar beet / fodder beet),4,0.1335,0.0771,0.0904,0.1118,0.0777,0.1286,0.2879,0.3377,0.3424,0.343,0.6048256219670264,0.43986544,0.46769363,0.6406325,Crop_Map_of_England_2022_Cambridgeshire_refined_201852,0.2272,0.2111,0.0662,0.0774,0.0969,0.1118,0.1266,0.1372,0.1489,0.1527,0.10933246562507293,-0.16852927,0.15463138,0.22049898,0.1499,0.07385,0.05495,0.0938,0.052199997,0.13645,0.4148,0.4815,0.49379998,0.4938,0.7848847394931149,0.5380999,0.5607542,0.8080687,0.1243,0.1168,0.0293,0.0392,0.0487,0.0533,0.0641,0.0702,0.0772,0.0777,0.07022583177898138,-0.23574524,0.16693419,0.24476989,"{""type"":""MultiPoint"",""coordinates"":[]}"
60_0,Beet (sugar beet / fodder beet),4,0.0597,0.0273,0.0492,0.0597,0.041050002,0.07275,0.13845,0.15075,0.16929999,0.15235,0.30631282803992066,0.478447,0.35375464,0.609608,Crop_Map_of_England_2022_Norfolk_refined_437450,0.22225,0.20165,0.06345,0.0931,0.116,0.1311,0.14935,0.1557,0.1593,0.15995,0.08469791555186615,-0.15927444,0.10409144,0.1716071,0.208,0.1369,0.05545,0.09335,0.0801,0.1437,0.28755,0.3288,0.3394,0.33255,0.4917592789950687,0.2749557,0.4248476,0.64456826,0.166,0.12945,0.04635,0.0675,0.0905,0.10585,0.1125,0.1179,0.1283,0.1268,0.07157490113254547,-0.14013836,0.09656166,0.18680957,"{""type"":""MultiPoint"",""coordinates"":[]}"
62_0,Beet (sugar beet / fodder beet),4,0.1594,0.0854,0.06575,0.09625,0.074650005,0.1422,0.2844,0.3173,0.32020003,0.34275,0.481457726195226,0.33522642,0.41354468,0.6218008,Crop_Map_of_England_2022_Norfolk_refined_478901,0.313,0.2575,0.0775,0.1068,0.1272,0.1622,0.1809,0.2027,0.2164,0.2219,0.15686696335847505,-0.16077091,0.15921842,0.26390404,0.22915,0.15365,0.06965,0.1154,0.09819999,0.17455,0.3317,0.37595,0.38,0.3887,0.4989142489706051,0.27343804,0.3841306,0.6014748,0.1837,0.1097,0.038,0.0612,0.0818,0.1207,0.1636,0.1769,0.1836,0.1913,0.15966033779505567,0.14102152,0.33557048,0.5543655,"{""type"":""MultiPoint"",""coordinates"":[]}"
63_0,Beet (sugar beet / fodder beet),4,0.1553,0.1043,0.088,0.1116,0.0863,0.15155,0.31685,0.35765,0.3608,0.36725,0.5631603559631935,0.39814478,0.41579446,0.61436707,Crop_Map_of_England_2022_Norfolk_refined_1156359,0.334,0.3204,0.1292,0.1716,0.208,0.2316,0.2459,0.2572,0.272,0.2686,0.09679927174112665,-0.08960351,0.08402367,0.12545788,0.19005,0.1237,0.0649,0.1064,0.08155,0.15285,0.39685,0.453,0.4728,0.463,0.6526636022233316,0.4154551,0.4907408,0.7119649,0.21195,0.132,0.05295,0.0746,0.0813,0.12345,0.1812,0.19695,0.2237,0.2228,0.23307634852387504,0.050369103,0.246893,0.41660288,"{""type"":""MultiPoint"",""coordinates"":[]}"
64_0,Beet (sugar beet / fodder beet),4,0.1119,0.0518,0.0566,0.0821,0.0404,0.119,0.4177,0.4994,0.5068,0.518,0.8084056153907304,0.616963,0.6093418,0.84255654,Crop_Map_of_England_2022_Norfolk_refined_43663,0.28865,0.2422,0.07445,0.0985,0.12709999,0.1492,0.1579,0.16695,0.1787,0.1825,0.09939525533883342,-0.19713986,0.11509065,0.19243713,0.17095,0.08855,0.04255,0.0834,0.0523,0.126,0.3596,0.43265,0.42299998,0.43575,0.6555738132978257,0.44547313,0.55704963,0.78469557,0.16,0.0862,0.0353,0.0694,0.046,0.1378,0.2553,0.2688,0.2808,0.3037,0.4000598301754265,0.30940956,0.36620796,0.7224709,"{""type"":""MultiPoint"",""coordinates"":[]}"
65_0,Beet (sugar beet / fodder beet),4,0.1639,0.08505,0.0581,0.08855,0.06295,0.131,0.3576,0.40955,0.4054,0.42465,0.6355515548229065,0.42423996,0.5284866,0.7310547,Crop_Map_of_England_2022_Norfolk_refined_354497,0.3102,0.27375,0.0665,0.1068,0.1333,0.18235,0.2024,0.21515,0.2352,0.23765,0.12811896665574368,-0.13254702,0.13254519,0.23628122,0.2646,0.172,0.07205,0.1288,0.1084,0.20235,0.4114,0.46595,0.46499997,0.4817,0.5408858261482773,0.24516128,0.37255532,0.5443874,0.1602,0.0978,0.04085,0.06935,0.0659,0.1276,0.1819,0.1924,0.20719999,0.2169,0.30647911727187427,0.27430844,0.34001377,0.60282034,"{""type"":""MultiPoint"",""coordinates"":[]}"
66_0,Beet (sugar beet / fodder beet),4,0.2632,0.2039,0.115,0.1474,0.1325,0.1995,0.3591,0.40475,0.40600002,0.4292,0.5094576758938949,0.21523651,0.36705297,0.5197266,Crop_Map_of_England_2022_Cambridgeshire_refined_97063,0.31885,0.3054,0.08545,0.1008,0.1277,0.1466,0.16315,0.1802,0.19459999,0.2016,0.12749693962803155,-0.22894765,0.14774576,0.20788182,0.1685,0.0922,0.056,0.0965,0.0604,0.1438,0.4031,0.4573,0.4576,0.4759,0.7372553496813059,0.4547808,0.5292962,0.754671,0.1944,0.1483,0.04505,0.05485,0.0782,0.09765,0.10965,0.11975,0.1308,0.1382,0.1015932239786521,-0.2211617,0.1961867,0.26871222,"{""type"":""MultiPoint"",""coordinates"":[]}"
67_0,Beet (sugar beet / fodder beet),4,0.2513,0.1626,0.0698,0.0876,0.0836,0.1292,0.2157,0.2513,0.2456,0.2929,0.28906564727150996,0.06394905,0.3149236,0.41555712,Crop_Map_of_England_2022_Cambridgeshire_refined_599524,0.2226,0.1365,0.0612,0.0825,0.077,0.1174,0.311,0.3714,0.3136,0.4053,0.46395193078061164,0.15050925,0.541136,0.6078665,0.28615,0.1789,0.0666,0.0933,0.0898,0.1521,0.28275,0.32165,0.3136,0.3635,0.4198254212012408,0.03583125,0.36767137,0.54293543,0.1925,0.13105,0.0472,0.0692,0.06565,0.11755,0.2627,0.3036,0.2534,0.3377,0.3519371973656577,0.11920059,0.49117467,0.6055535,"{""type"":""MultiPoint"",""coordinates"":[]}"
70_0,Beet (sugar beet / fodder beet),4,0.1403,0.06535,0.05495,0.0826,0.04645,0.12115,0.39775,0.4806,0.4886,0.5082,0.8166629144466913,0.55403745,0.6155785,0.82950586,Crop_Map_of_England_2022_Norfolk_refined_1068111,0.3208,0.3136,0.0963,0.125,0.164,0.1848,0.1971,0.2148,0.2284,0.2292,0.10334170030837103,-0.15657482,0.10902637,0.16537867,0.1849,0.1044,0.0447,0.0879,0.051299997,0.1367,0.39775,0.49215,0.50479996,0.49635,0.7513589553719031,0.4376371,0.57677966,0.816069,0.1579,0.0826,0.0346,0.07085,0.0335,0.1235,0.25725,0.2859,0.2992,0.2976,0.4708689454022526,0.38305083,0.54081875,0.85175544,"{""type"":""MultiPoint"",""coordinates"":[]}"
73_0,Beet (sugar beet / fodder beet),4,0.1134,0.0561,0.0562,0.066,0.0436,0.0925,0.2763,0.3102,0.3376,0.3204,0.6240978038968114,0.5521839,0.58090186,0.7712487,Crop_Map_of_England_2022_Suffolk_refined_111338,0.35555,0.3412,0.0977,0.1409,0.1841,0.21345,0.23435,0.24925,0.26625,0.2614,0.11063703176018183,-0.15685366,0.0979404,0.17042814,0.2251,0.12385,0.0594,0.1074,0.07575,0.1656,0.42175,0.48635,0.49440002,0.503,0.7539953661070103,0.4078906,0.4734914,0.6862707,0.21616666,0.15286666,0.05455,0.072975,0.10706667,0.1383,0.15495,0.17203334,0.17645,0.1881,0.12212425983822414,-0.10694326,0.15990621,0.25290525,"{""type"":""MultiPoint"",""coordinates"":[]}"
74_0,Beet (sugar beet / fodder beet),4,0.26175,0.2033,0.1024,0.127,0.1171,0.17825,0.3113,0.34795,0.3646,0.36945,0.4924011078115078,0.19172761,0.3309077,0.53987867,Crop_Map_of_England_2022_Suffolk_refined_822744,0.23145,0.17035,0.0589,0.08675,0.099,0.13365,0.19855,0.22475,0.2253,0.2362,0.1991602885119011,-0.052566394,0.2905663,0.33546504,0.21375,0.1279,0.0635,0.1015,0.084649995,0.1537,0.3189,0.36775,0.38959998,0.38735,0.5208135407257102,0.31176877,0.41839787,0.64156085,0.1172,0.0872,0.0231,0.0389,0.0432,0.0682,0.1006,0.1049,0.106,0.117,0.12037276718368028,-0.05686546,0.2887608,0.48919952,"{""type"":""MultiPoint"",""coordinates"":[]}"
75_0,Beet (sugar beet / fodder beet),4,0.2297,0.1467,0.0936,0.1214,0.0999,0.1585,0.3455,0.3931,0.414,0.4176,0.5284793729053101,0.3019298,0.42737323,0.6191352,Crop_Map_of_England_2022_Suffolk_refined_190874,0.2617,0.20055,0.04675,0.0733,0.0873,0.115,0.12725,0.13775,0.1464,0.1506,0.08344629163285591,-0.33004862,0.12841773,0.17825355,0.17835,0.10625,0.0441,0.0889,0.0546,0.1306,0.3577,0.41645,0.41085,0.42165,0.6575717948616049,0.40458402,0.4998515,0.76255864,0.2499,0.16555,0.0591,0.0801,0.092,0.1338,0.1734,0.18845,0.21079999,0.2107,0.23138964929570321,-0.06790931,0.24131174,0.4028244,"{""type"":""MultiPoint"",""coordinates"":[]}"
77_0,Beet (sugar beet / fodder beet),4,0.2492,0.2021,0.2672,0.2576,0.2502,0.28945,0.30835,0.3095,0.2894,0.31375,0.12460394682832401,0.0747112,0.04066811,0.072639994,Crop_Map_of_England_2022_Norfolk_refined_309901,0.3553,0.3416,0.1125,0.1574,0.2071,0.2388,0.24735,0.26135,0.2644,0.26835,0.09218358122140247,-0.14766672,0.0711682,0.13843757,0.28695,0.2136,0.0655,0.10275,0.107999995,0.1693,0.27635,0.31515,0.3352,0.3437,0.3761585988647702,0.077078335,0.3279612,0.52250355,0.1923,0.1265,0.044,0.0688,0.0874,0.1354,0.1554,0.1741,0.1886,0.2049,0.17679924000192704,0.034482777,0.19554536,0.34992683,"{""type"":""MultiPoint"",""coordinates"":[]}"
79_0,Beet (sugar beet / fodder beet),4,0.1555,0.0749,0.05105,0.0879,0.04875,0.1291,0.45765,0.5342,0.5308,0.551,0.8366619480347222,0.54806703,0.6210689,0.83360535,Crop_Map_of_England_2022_Norfolk_refined_232327,0.2767,0.2625,0.0856,0.118,0.1448,0.1689,0.1796,0.1956,0.2082,0.2034,0.0869796292187632,-0.17241378,0.08421986,0.13974588,0.1972,0.1111,0.0604,0.1183,0.07335,0.17295,0.44905,0.5284,0.5108,0.52955,0.7603922870987194,0.44230992,0.4897041,0.7470573,0.1587,0.11575,0.0547,0.06775,0.09615,0.11625,0.127,0.13625,0.1446,0.14745,0.07613384031171949,-0.13687192,0.11087736,0.18490471,"{""type"":""MultiPoint"",""coordinates"":[]}"
81_0,Beet (sugar beet / fodder beet),4,0.11505,0.05665,0.07875,0.1076,0.06925,0.13135,0.33275,0.37695,0.3894,0.38345,0.6591099204207823,0.54376507,0.4895705,0.69797367,Crop_Map_of_England_2022_Norfolk_refined_256197,0.3482,0.34095,0.09735,0.1466,0.1937,0.2209,0.2408,0.2481,0.2546,0.2602,0.09220070666583047,-0.15488856,0.08307726,0.1373057,0.1847,0.09975,0.0548,0.1045,0.0625,0.15025,0.42975,0.5016,0.5048,0.51845,0.7768951020746665,0.50301945,0.56581783,0.78657603,0.20735,0.1486,0.04215,0.05245,0.075100005,0.09435,0.1065,0.11615,0.1286,0.14035,0.09283428008746072,-0.19313511,0.15992998,0.22684819,"{""type"":""MultiPoint"",""coordinates"":[]}"
83_0,Beet (sugar beet / fodder beet),4,0.3194,0.2476,0.1306,0.1692,0.1682,0.2241,0.3748,0.4182,0.4528,0.4331,0.47993255004006447,0.17531627,0.3180158,0.45829308,Crop_Map_of_England_2022_Suffolk_refined_57225,0.28575,0.25845,0.0731,0.1101,0.1452,0.16525,0.17875,0.18865,0.20300001,0.2019,0.09465391588439309,-0.1625,0.10131723,0.16606297,0.23745,0.1218,0.06545,0.1275,0.071449995,0.20065,0.42335,0.4685,0.49220002,0.49035,0.744633309799441,0.4401228,0.49305284,0.7705704,0.1395,0.107,0.0373,0.0571,0.0669,0.0861,0.0971,0.1074,0.1078,0.1066,0.07626947364199507,-0.12156167,0.10819262,0.22792844,"{""type"":""MultiPoint"",""coordinates"":[]}"
84_0,Beet (sugar beet / fodder beet),4,0.1349,0.0834,0.0454,0.0776,0.0627,0.1298,0.27965,0.3146,0.3268,0.32225,0.4846266891851735,0.41559693,0.425691,0.67795974,Crop_Map_of_England_2022_Suffolk_refined_148844,0.30315,0.28575,0.08875,0.1257,0.16,0.18185,0.19885,0.211,0.2204,0.22065,0.09390561669811645,-0.15595429,0.09873855,0.16175348,0.2367,0.1657,0.0651,0.1123,0.1048,0.17345,0.34475,0.382,0.389,0.3894,0.530067469180054,0.2930946,0.4074067,0.6105636,0.17145,0.14815,0.06235,0.07705,0.099350005,0.1191,0.1257,0.1329,0.1384,0.1402,0.08016384188746195,-0.12914254,0.0778463,0.15337414,"{""type"":""MultiPoint"",""coordinates"":[]}"
85_0,Beet (sugar beet / fodder beet),4,0.1921,0.1401,0.0776,0.0882,0.0737,0.1303,0.2721,0.3177,0.3072,0.327,0.4677645420571613,0.23052275,0.4301334,0.6130218,Crop_Map_of_England_2022_Norfolk_refined_900658,0.248,0.21015,0.04295,0.06745,0.0728,0.14235,0.20345,0.22445,0.2612,0.2435,0.3593062210991991,0.04524332,0.2682201,0.5435948,0.2015,0.1325,0.0424,0.0706,0.05555,0.1317,0.30245,0.35225,0.331,0.37285,0.49413755762028827,0.23956797,0.47480926,0.70530736,0.1553,0.1027,0.0305,0.0486,0.0492,0.1078,0.1908,0.2152,0.2362,0.2416,0.3655169641972484,0.17773381,0.3665615,0.67357326,"{""type"":""MultiPoint"",""coordinates"":[]}"
87_0,Beet (sugar beet / fodder beet),4,0.1613,0.0753,0.081,0.1142,0.0653,0.16035,0.53155,0.6292,0.6376,0.6446,1.0060937293746228,0.596096,0.60158867,0.8140756,Crop_Map_of_England_2022_Cambridgeshire_refined_507743,0.2182,0.2112,0.0672,0.0812,0.0991,0.111,0.1363,0.1478,0.1556,0.1592,0.11605119065981526,-0.16899621,0.17512691,0.23010002,0.1733,0.09645,0.0625,0.0965,0.0676,0.1415,0.3857,0.4448,0.47619998,0.45565,0.7387089961149953,0.4710799,0.53478414,0.75404966,0.1028,0.0881,0.0295,0.03545,0.042400002,0.05105,0.0603,0.06815,0.07435,0.07705,0.07435260489060155,-0.20445988,0.20638058,0.283074,"{""type"":""MultiPoint"",""coordinates"":[]}"
88_0,Beet (sugar beet / fodder beet),4,0.16275,0.1286,0.1045,0.1132,0.09765,0.1411,0.26515,0.29515,0.29140002,0.3026,0.4314666725434905,0.2595109,0.3426768,0.5006735,Crop_Map_of_England_2022_Cambridgeshire_refined_437766,0.2916,0.28495,0.0843,0.1125,0.1494,0.1646,0.1756,0.1883,0.2033,0.19855,0.09048482445865352,-0.1775718,0.09796853,0.16288386,0.2394,0.1707,0.0654,0.1132,0.1058,0.163,0.3317,0.3699,0.3572,0.3818,0.41193083252319995,0.22644351,0.34322098,0.5277476,0.2227,0.1727,0.0581,0.0811,0.1016,0.1428,0.1637,0.1737,0.1825,0.1885,0.12423713241048394,-0.09855498,0.12620772,0.24871795,"{""type"":""MultiPoint"",""coordinates"":[]}"
89_0,Beet (sugar beet / fodder beet),4,0.21115,0.135,0.079,0.09285,0.0782,0.1264,0.2656,0.3144,0.33780003,0.35325,0.5343805099257557,0.23069718,0.47293797,0.6240148,Crop_Map_of_England_2022_Cambridgeshire_refined_647910,0.2094,0.1505,0.0593,0.08205,0.07375,0.1213,0.2502,0.28615,0.28820002,0.28505,0.4089992526629802,0.22280821,0.4160678,0.6194817,0.23655,0.1662,0.0632,0.0823,0.0801,0.13245,0.2527,0.294,0.3218,0.3048,0.48621781020118593,0.14654176,0.40234452,0.5958002,0.1376,0.0902,0.032,0.0466,0.0415,0.0843,0.1624,0.1876,0.1806,0.2082,0.28180618987619305,0.09458824,0.41699255,0.57370317,"{""type"":""MultiPoint"",""coordinates"":[]}"
91_0,Beet (sugar beet / fodder beet),4,0.187,0.1076,0.083,0.1216,0.0902,0.1836,0.3907,0.4293,0.4192,0.4502,0.603218148413974,0.43995208,0.42063743,0.64743334,Crop_Map_of_England_2022_Suffolk_refined_331362,0.2564,0.2239,0.072,0.0966,0.1241,0.14455,0.16,0.1723,0.1847,0.1835,0.10496053181022144,-0.1643912,0.12217208,0.18356049,0.1854,0.0935,0.0598,0.0987,0.059,0.1513,0.4452,0.5203,0.5244,0.5296,0.7595280204808952,0.4596535,0.5386866,0.775921,0.17835,0.1371,0.04985,0.065,0.08945,0.1044,0.1148,0.12315,0.1336,0.13515,0.0869222078788068,-0.13519832,0.12328136,0.2032716,"{""type"":""MultiPoint"",""coordinates"":[]}"
93_0,Beet (sugar beet / fodder beet),4,0.0448,0.02005,0.0249,0.03515,0.0143,0.04625,0.181,0.2108,0.2042,0.2127,0.4303210896443336,0.6401596,0.6427432,0.8691317,Crop_Map_of_England_2022_Norfolk_refined_48683,0.3522,0.3362,0.0871,0.1338,0.1766,0.208,0.2164,0.2276,0.2394,0.236,0.08297908884962153,-0.1922043,0.06997426,0.13931885,0.2121,0.1291,0.0623,0.1162,0.0731,0.1812,0.45565,0.5391,0.5362,0.5356,0.7401489481798242,0.41982338,0.48628476,0.7394431,0.21245,0.1324,0.0417,0.0787,0.052699998,0.14425,0.30665,0.32335,0.34939998,0.3328,0.5662483315695999,0.24223311,0.39656365,0.7639868,"{""type"":""MultiPoint"",""coordinates"":[]}"
94_0,Beet (sugar beet / fodder beet),4,0.0306,0.0123,0.0289,0.0345,0.0161,0.0355,0.1033,0.1192,0.1176,0.1274,0.25439871748572035,0.58704454,0.5641498,0.7591623,Crop_Map_of_England_2022_Cambridgeshire_refined_322267,0.23565,0.21045,0.0736,0.09485,0.1194,0.13575,0.14315,0.15435,0.16929999,0.16935,0.09035655956493506,-0.14406933,0.11158575,0.19015671,0.1809,0.0869,0.0512,0.096,0.0616,0.1441,0.4231,0.5145,0.5224,0.5208,0.821737070125397,0.5428415,0.5959339,0.81988305,0.13485,0.0992,0.0344,0.04875,0.047799997,0.076,0.1106,0.11605,0.117699996,0.12615,0.15801569601099297,-0.08948519,0.28815264,0.36819178,"{""type"":""MultiPoint"",""coordinates"":[]}"
96_0,Beet (sugar beet / fodder beet),4,0.1757,0.0968,0.0625,0.1121,0.07085,0.1593,0.4745,0.54475,0.5432,0.5583,0.7875208424722173,0.5111975,0.55602014,0.76923996,Crop_Map_of_England_2022_Norfolk_refined_108,0.311,0.2709,0.0738,0.1024,0.1382,0.1635,0.1783,0.1919,0.2046,0.2081,0.12089809281843679,-0.19222462,0.1370761,0.20752425,0.1753,0.09285,0.0513,0.1046,0.0594,0.162,0.4484,0.51425,0.5176,0.52095,0.7822421001392703,0.5155652,0.55114776,0.8053356,0.1839,0.12255,0.04015,0.0554,0.066149995,0.0979,0.1284,0.13915,0.1491,0.1577,0.17230395603571247,-0.09484823,0.21507986,0.35883048,"{""type"":""MultiPoint"",""coordinates"":[]}"
97_0,Beet (sugar beet / fodder beet),4,0.3083,0.22415,0.2773,0.2861,0.2888,0.33125,0.37525,0.3893,0.3798,0.39945,0.22030075781186537,0.10390376,0.09333664,0.13611373,Crop_Map_of_England_2022_Norfolk_refined_32229,0.3307,0.2342,0.08045,0.1079,0.1401,0.18485,0.2232,0.24805,0.2639,0.27845,0.2283123970367507,-0.11318303,0.20319264,0.3243179,0.16555,0.0931,0.04425,0.0961,0.0572,0.1406,0.40065,0.46475,0.45999998,0.4748,0.6784975268049284,0.4674802,0.5369567,0.78368074,0.1672,0.1001,0.0394,0.0599,0.07585,0.10255,0.1433,0.15915,0.1749,0.18185,0.19956342685860223,-0.021943424,0.30750844,0.44591355,"{""type"":""MultiPoint"",""coordinates"":[]}"
98_0,Beet (sugar beet / fodder beet),4,0.19475,0.1811,0.11255,0.1179,0.109400004,0.1471,0.2219,0.24345,0.2413,0.25465,0.31287771551099236,0.24082884,0.3235607,0.46413282,Crop_Map_of_England_2022_Cambridgeshire_refined_412760,0.2672,0.2211,0.0691,0.0966,0.1284,0.1475,0.1611,0.1736,0.1802,0.1838,0.09792347092744429,-0.17813052,0.11749347,0.1941659,0.19145,0.10575,0.05505,0.0959,0.064449996,0.1449,0.3829,0.4344,0.4422,0.45645,0.6577942246720023,0.4138606,0.520578,0.758679,0.2001,0.1588,0.0381,0.0614,0.0844,0.1106,0.1192,0.1253,0.1294,0.1364,0.08655478561413679,-0.15424837,0.1367816,0.22120483,"{""type"":""MultiPoint"",""coordinates"":[]}"
99_0,Beet (sugar beet / fodder beet),4,0.25825,0.1932,0.0877,0.1114,0.1333,0.17445,0.22065,0.2413,0.2168,0.2638,0.1536749016327746,-0.08729714,0.20387892,0.2384463,Crop_Map_of_England_2022_Norfolk_refined_62498,0.3103,0.2503,0.0659,0.0878,0.1192,0.1483,0.1679,0.1814,0.1968,0.199,0.1179981737054433,-0.1958042,0.14672156,0.22473405,0.23705,0.14505,0.0653,0.1012,0.084,0.1734,0.32835,0.3701,0.371,0.3963,0.5331311152453612,0.260285,0.35639384,0.63075775,0.14165,0.0674,0.03885,0.0747,0.05125,0.1143,0.1903,0.19965,0.23249999,0.21085,0.3209765892523718,0.32755286,0.344533,0.6570772,"{""type"":""MultiPoint"",""coordinates"":[]}"
