setting_id,n_estimators,max_features,min_samples_leaf,class_weight,class,f1_score_s1s2,user_accuracy_s1s2,producer_accuracy_s1s2,support_s1s2,f1_score_s2_only,user_accuracy_s2_only,producer_accuracy_s2_only,support_s2_only,f1_score_delta,user_accuracy_delta,producer_accuracy_delta
rf_29,800,sqrt,5,balanced,Maize,0.6757990867579908,0.669683257918552,0.6820276497695853,217.0,0.605427974947808,0.5534351145038168,0.6682027649769585,217.0,0.07037111181018285,0.11624814341473522,0.01382488479262678
rf_29,800,sqrt,5,balanced,Oilseed rape,0.9,0.8873239436619719,0.9130434782608695,207.0,0.81,0.8393782383419689,0.782608695652174,207.0,0.08999999999999997,0.047945705320002974,0.13043478260869557
rf_29,800,sqrt,5,balanced,Potatoes,0.7817745803357314,0.7990196078431373,0.7652582159624414,213.0,0.6801007556675063,0.7336956521739131,0.6338028169014085,213.0,0.10167382466822517,0.06532395566922422,0.13145539906103287
rf_29,800,sqrt,5,balanced,Pulses / field beans and peas,0.6485260770975056,0.6244541484716157,0.6745283018867925,212.0,0.5012531328320802,0.5347593582887701,0.4716981132075472,212.0,0.14727294426542548,0.08969479018284565,0.2028301886792453
rf_30,800,sqrt,5,balanced_subsample,Winter wheat,0.8088235294117647,0.8333333333333334,0.7857142857142857,210.0,0.735632183908046,0.7111111111111111,0.7619047619047619,210.0,0.07319134550371875,0.12222222222222223,0.023809523809523836
rf_30,800,sqrt,5,balanced_subsample,Winter barley,0.7927107061503417,0.7945205479452054,0.7909090909090909,220.0,0.7477064220183486,0.7546296296296297,0.740909090909091,220.0,0.04500428413199309,0.039890918315575785,0.04999999999999993
rf_30,800,sqrt,5,balanced_subsample,Spring barley,0.8397291196388262,0.8378378378378378,0.8416289592760181,221.0,0.7631027253668763,0.7109375,0.8235294117647058,221.0,0.07662639427194995,0.12690033783783783,0.018099547511312264
rf_30,800,sqrt,5,balanced_subsample,Beet (sugar beet / fodder beet),0.8264840182648402,0.8418604651162791,0.8116591928251121,223.0,0.7717647058823529,0.8118811881188119,0.7354260089686099,223.0,0.054719312382487284,0.029979276997467164,0.07623318385650224
rf_30,800,sqrt,5,balanced_subsample,Maize,0.6817155756207675,0.668141592920354,0.695852534562212,217.0,0.6205450733752621,0.5692307692307692,0.6820276497695853,217.0,0.061170502245505354,0.09891082368958481,0.013824884792626668
rf_30,800,sqrt,5,balanced_subsample,Oilseed rape,0.8952380952380953,0.8826291079812206,0.9082125603864735,207.0,0.82,0.8497409326424871,0.7922705314009661,207.0,0.07523809523809533,0.03288817533873356,0.11594202898550732
rf_30,800,sqrt,5,balanced_subsample,Potatoes,0.784503631961259,0.81,0.7605633802816901,213.0,0.6766917293233082,0.7258064516129032,0.6338028169014085,213.0,0.10781190263795082,0.0841935483870968,0.12676056338028163
rf_30,800,sqrt,5,balanced_subsample,Pulses / field beans and peas,0.6425339366515838,0.6173913043478261,0.6698113207547169,212.0,0.4987405541561713,0.5351351351351351,0.4669811320754717,212.0,0.14379338249541246,0.08225616921269097,0.20283018867924524
rf_31,800,log2,1,balanced,Winter wheat,0.8155339805825242,0.8316831683168316,0.8,210.0,0.7453703703703703,0.7252252252252253,0.7666666666666667,210.0,0.07016361021215389,0.10645794309160639,0.033333333333333326
rf_31,800,log2,1,balanced,Winter barley,0.7916666666666666,0.8066037735849056,0.7772727272727272,220.0,0.7448275862068966,0.7534883720930232,0.7363636363636363,220.0,0.04683908045977003,0.05311540149188243,0.040909090909090895
rf_31,800,log2,1,balanced,Spring barley,0.8418708240534521,0.8289473684210527,0.8552036199095022,221.0,0.7621052631578947,0.7125984251968503,0.8190045248868778,221.0,0.07976556089555742,0.1163489432242023,0.03619909502262442
rf_31,800,log2,1,balanced,Beet (sugar beet / fodder beet),0.832579185520362,0.8401826484018264,0.8251121076233184,223.0,0.7728337236533958,0.8088235294117647,0.7399103139013453,223.0,0.059745461866966276,0.03135911899006172,0.08520179372197312
rf_31,800,log2,1,balanced,Maize,0.6964285714285714,0.6753246753246753,0.7188940092165899,217.0,0.6353944562899787,0.5912698412698413,0.6866359447004609,217.0,0.06103411513859269,0.08405483405483405,0.032258064516129004
rf_31,800,log2,1,balanced,Oilseed rape,0.8995215311004785,0.8909952606635071,0.9082125603864735,207.0,0.8261964735516373,0.8631578947368421,0.7922705314009661,207.0,0.07332505754884122,0.02783736592666497,0.11594202898550732
rf_31,800,log2,1,balanced,Potatoes,0.7922705314009661,0.8159203980099502,0.7699530516431925,213.0,0.6954314720812182,0.7569060773480663,0.6431924882629108,213.0,0.0968390593197479,0.059014320661883946,0.12676056338028174
rf_31,800,log2,1,balanced,Pulses / field beans and peas,0.6589327146171694,0.6484018264840182,0.6698113207547169,212.0,0.5179856115107914,0.526829268292683,0.5094339622641509,212.0,0.14094710310637804,0.12157255819133528,0.160377358490566
rf_32,800,log2,1,balanced_subsample,Winter wheat,0.7990196078431373,0.8232323232323232,0.7761904761904762,210.0,0.7565011820330969,0.7511737089201878,0.7619047619047619,210.0,0.042518425810040394,0.07205861431213545,0.014285714285714346
rf_32,800,log2,1,balanced_subsample,Winter barley,0.780045351473923,0.7782805429864253,0.7818181818181819,220.0,0.7629796839729119,0.757847533632287,0.7681818181818182,220.0,0.017065667501011017,0.020433009354138387,0.013636363636363669
rf_32,800,log2,1,balanced_subsample,Spring barley,0.8392857142857143,0.8281938325991189,0.8506787330316742,221.0,0.7702127659574468,0.7269076305220884,0.8190045248868778,221.0,0.06907294832826749,0.10128620207703054,0.03167420814479638
rf_32,800,log2,1,balanced_subsample,Beet (sugar beet / fodder beet),0.8280542986425339,0.8356164383561644,0.820627802690583,223.0,0.7688679245283019,0.8109452736318408,0.7309417040358744,223.0,0.059186374114232,0.024671164724323624,0.08968609865470856
rf_32,800,log2,1,balanced_subsample,Maize,0.7061503416856492,0.6981981981981982,0.7142857142857143,217.0,0.6326963906581741,0.5866141732283464,0.6866359447004609,217.0,0.0734539510274751,0.11158402496985176,0.027649769585253448
rf_32,800,log2,1,balanced_subsample,Oilseed rape,0.8973747016706444,0.8867924528301887,0.9082125603864735,207.0,0.8241206030150754,0.8586387434554974,0.7922705314009661,207.0,0.07325409865556898,0.028153709374691305,0.11594202898550732
rf_32,800,log2,1,balanced_subsample,Potatoes,0.7894736842105263,0.8048780487804879,0.7746478873239436,213.0,0.6915422885572139,0.7354497354497355,0.6525821596244131,213.0,0.09793139565331244,0.06942831333075239,0.1220657276995305
rf_32,800,log2,1,balanced_subsample,Pulses / field beans and peas,0.6635730858468677,0.6529680365296804,0.6745283018867925,212.0,0.5253012048192771,0.5369458128078818,0.5141509433962265,212.0,0.13827188102759058,0.1160222237217986,0.160377358490566
rf_33,800,log2,3,balanced,Winter wheat,0.8097560975609757,0.83,0.7904761904761904,210.0,0.7482678983833718,0.726457399103139,0.7714285714285715,210.0,0.06148819917760384,0.10354260089686096,0.01904761904761898
rf_33,800,log2,3,balanced,Winter barley,0.7899543378995434,0.7935779816513762,0.7863636363636364,220.0,0.7407407407407407,0.7547169811320755,0.7272727272727273,220.0,0.04921359715880269,0.03886100051930064,0.05909090909090908
rf_33,800,log2,3,balanced,Spring barley,0.8411633109619687,0.831858407079646,0.8506787330316742,221.0,0.7568710359408034,0.7103174603174603,0.8099547511312217,221.0,0.08429227502116532,0.12154094676218563,0.040723981900452455
rf_33,800,log2,3,balanced,Beet (sugar beet / fodder beet),0.8253968253968254,0.8348623853211009,0.8161434977578476,223.0,0.7681498829039812,0.803921568627451,0.7354260089686099,223.0,0.05724694249284412,0.030940816693649897,0.08071748878923768
rf_33,800,log2,3,balanced,Maize,0.6832579185520362,0.6711111111111111,0.695852534562212,217.0,0.6160337552742616,0.5680933852140078,0.6728110599078341,217.0,0.06722416327777458,0.10301772589710334,0.02304147465437789
rf_33,800,log2,3,balanced,Oilseed rape,0.8947368421052632,0.8862559241706162,0.9033816425120773,207.0,0.8098765432098766,0.8282828282828283,0.7922705314009661,207.0,0.0848602988953866,0.05797309588778787,0.11111111111111116
rf_33,800,log2,3,balanced,Potatoes,0.7961630695443646,0.8137254901960784,0.7793427230046949,213.0,0.6867167919799498,0.7365591397849462,0.6431924882629108,213.0,0.10944627756441472,0.07716635041113218,0.13615023474178412
rf_33,800,log2,3,balanced,Pulses / field beans and peas,0.6605080831408776,0.6470588235294118,0.6745283018867925,212.0,0.5161290322580645,0.5445026178010471,0.49056603773584906,212.0,0.1443790508828131,0.10255620572836466,0.1839622641509434
rf_34,800,log2,3,balanced_subsample,Winter wheat,0.8077858880778589,0.8258706467661692,0.7904761904761904,210.0,0.7441860465116279,0.7272727272727273,0.7619047619047619,210.0,0.063599841566231,0.09859791949344188,0.02857142857142858
rf_34,800,log2,3,balanced_subsample,Winter barley,0.7935779816513762,0.8009259259259259,0.7863636363636364,220.0,0.7442922374429224,0.7477064220183486,0.740909090909091,220.0,0.049285744208453774,0.05321950390757735,0.045454545454545414
rf_34,800,log2,3,balanced_subsample,Spring barley,0.8411633109619687,0.831858407079646,0.8506787330316742,221.0,0.7547169811320755,0.703125,0.8144796380090498,221.0,0.0864463298298932,0.12873340707964598,0.03619909502262442
rf_34,800,log2,3,balanced_subsample,Beet (sugar beet / fodder beet),0.8318181818181818,0.8433179723502304,0.820627802690583,223.0,0.7670588235294118,0.806930693069307,0.7309417040358744,223.0,0.06475935828877,0.036387279280923446,0.08968609865470856
rf_34,800,log2,3,balanced_subsample,Maize,0.6877828054298643,0.6755555555555556,0.7004608294930875,217.0,0.620253164556962,0.5719844357976653,0.6774193548387096,217.0,0.06752964087290225,0.10357111975789024,0.02304147465437789
rf_34,800,log2,3,balanced_subsample,Oilseed rape,0.9016786570743405,0.8952380952380953,0.9082125603864735,207.0,0.82,0.8497409326424871,0.7922705314009661,207.0,0.08167865707434052,0.04549716259560821,0.11594202898550732
rf_34,800,log2,3,balanced_subsample,Potatoes,0.7913669064748201,0.8088235294117647,0.7746478873239436,213.0,0.68,0.7272727272727273,0.6384976525821596,213.0,0.11136690647482006,0.08155080213903743,0.136150234741784
rf_34,800,log2,3,balanced_subsample,Pulses / field beans and peas,0.6559633027522935,0.6383928571428571,0.6745283018867925,212.0,0.5074626865671642,0.5368421052631579,0.4811320754716981,212.0,0.14850061618512933,0.1015507518796992,0.19339622641509435
rf_35,800,log2,5,balanced,Winter wheat,0.8068459657701712,0.8291457286432161,0.7857142857142857,210.0,0.735632183908046,0.7111111111111111,0.7619047619047619,210.0,0.07121378186212524,0.11803461753210498,0.023809523809523836
rf_35,800,log2,5,balanced,Winter barley,0.7927107061503417,0.7945205479452054,0.7909090909090909,220.0,0.7385321100917431,0.7453703703703703,0.7318181818181818,220.0,0.05417859605859854,0.049150177574835086,0.05909090909090908
rf_35,800,log2,5,balanced,Spring barley,0.8430493273542601,0.8355555555555556,0.8506787330316742,221.0,0.7489539748953975,0.6964980544747081,0.8099547511312217,221.0,0.09409535245886258,0.13905750108084747,0.040723981900452455
rf_35,800,log2,5,balanced,Beet (sugar beet / fodder beet),0.8246013667425968,0.8379629629629629,0.8116591928251121,223.0,0.7576470588235295,0.7970297029702971,0.7219730941704036,223.0,0.06695430791906731,0.04093325999266584,0.08968609865470856
rf_35,800,log2,5,balanced,Maize,0.683371298405467,0.6756756756756757,0.6912442396313364,217.0,0.6160337552742616,0.5680933852140078,0.6728110599078341,217.0,0.06733754313120532,0.1075822904616679,0.018433179723502335
rf_35,800,log2,5,balanced,Oilseed rape,0.8926014319809069,0.8820754716981132,0.9033816425120773,207.0,0.8241206030150754,0.8586387434554974,0.7922705314009661,207.0,0.06848082896583152,0.02343672824261578,0.11111111111111116
rf_35,800,log2,5,balanced,Potatoes,0.7903614457831325,0.8118811881188119,0.7699530516431925,213.0,0.6766917293233082,0.7258064516129032,0.6338028169014085,213.0,0.11366971645982427,0.08607473650590869,0.136150234741784
rf_35,800,log2,5,balanced,Pulses / field beans and peas,0.6590909090909091,0.6359649122807017,0.6839622641509434,212.0,0.5187032418952618,0.5502645502645502,0.49056603773584906,212.0,0.14038766719564721,0.0857003620161515,0.19339622641509435
rf_36,800,log2,5,balanced_subsample,Winter wheat,0.8058968058968059,0.8324873096446701,0.780952380952381,210.0,0.7419354838709677,0.71875,0.7666666666666667,210.0,0.06396132202583815,0.1137373096446701,0.014285714285714235
rf_36,800,log2,5,balanced_subsample,Winter barley,0.7909090909090909,0.7909090909090909,0.7909090909090909,220.0,0.7368421052631579,0.7419354838709677,0.7318181818181818,220.0,0.05406698564593304,0.048973607038123146,0.05909090909090908
rf_36,800,log2,5,balanced_subsample,Spring barley,0.8430493273542601,0.8355555555555556,0.8506787330316742,221.0,0.7605042016806722,0.7098039215686275,0.8190045248868778,221.0,0.08254512567358785,0.12575163398692812,0.03167420814479638
rf_36,800,log2,5,balanced_subsample,Beet (sugar beet / fodder beet),0.8302752293577982,0.8497652582159625,0.8116591928251121,223.0,0.7659574468085106,0.81,0.726457399103139,223.0,0.06431778254928755,0.03976525821596244,0.08520179372197312
rf_36,800,log2,5,balanced_subsample,Maize,0.6802721088435374,0.6696428571428571,0.6912442396313364,217.0,0.6108786610878661,0.5593869731800766,0.6728110599078341,217.0,0.06939344775567124,0.11025588396278052,0.018433179723502335
rf_36,800,log2,5,balanced_subsample,Oilseed rape,0.8973747016706444,0.8867924528301887,0.9082125603864735,207.0,0.8161209068010076,0.8526315789473684,0.782608695652174,207.0,0.0812537948696368,0.0341608738828203,0.12560386473429952
rf_36,800,log2,5,balanced_subsample,Potatoes,0.7922705314009661,0.8159203980099502,0.7699530516431925,213.0,0.67,0.7165775401069518,0.6291079812206573,213.0,0.12227053140096611,0.09934285790299835,0.14084507042253525
rf_36,800,log2,5,balanced_subsample,Pulses / field beans and peas,0.6591422121896162,0.6320346320346321,0.6886792452830188,212.0,0.5037406483790524,0.5343915343915344,0.47641509433962265,212.0,0.1554015638105638,0.09764309764309764,0.21226415094339618
