class,user_accuracy,producer_accuracy,f1_score,support,setting_id,n_estimators,max_features,min_samples_leaf,class_weight,model,reference_note
Maize,0.6954545454545454,0.7050691244239631,0.700228832951945,217.0,rf_20,500,log2,1,balanced_subsample,S1+S2,CROME treated as a reference crop-map product rather than direct ground truth
Oilseed rape,0.8867924528301887,0.9082125603864735,0.8973747016706444,207.0,rf_20,500,log2,1,balanced_subsample,S1+S2,CROME treated as a reference crop-map product rather than direct ground truth
Potatoes,0.8076923076923077,0.7887323943661971,0.7980997624703088,213.0,rf_20,500,log2,1,balanced_subsample,S1+S2,CROME treated as a reference crop-map product rather than direct ground truth
Pulses / field beans and peas,0.6481481481481481,0.660377358490566,0.6542056074766355,212.0,rf_20,500,log2,1,balanced_subsample,S1+S2,CROME treated as a reference crop-map product rather than direct ground truth
Winter wheat,0.7327188940092166,0.7571428571428571,0.7447306791569087,210.0,rf_21,500,log2,3,balanced,S2-only,CROME treated as a reference crop-map product rather than direct ground truth
Winter barley,0.7453703703703703,0.7318181818181818,0.7385321100917431,220.0,rf_21,500,log2,3,balanced,S2-only,CROME treated as a reference crop-map product rather than direct ground truth
Spring barley,0.7058823529411765,0.8144796380090498,0.7563025210084033,221.0,rf_21,500,log2,3,balanced,S2-only,CROME treated as a reference crop-map product rather than direct ground truth
Beet (sugar beet / fodder beet),0.8088235294117647,0.7399103139013453,0.7728337236533958,223.0,rf_21,500,log2,3,balanced,S2-only,CROME treated as a reference crop-map product rather than direct ground truth
Maize,0.5725806451612904,0.6543778801843319,0.610752688172043,217.0,rf_21,500,log2,3,balanced,S2-only,CROME treated as a reference crop-map product rather than direct ground truth
Oilseed rape,0.8232323232323232,0.7874396135265701,0.8049382716049382,207.0,rf_21,500,log2,3,balanced,S2-only,CROME treated as a reference crop-map product rather than direct ground truth
Potatoes,0.7105263157894737,0.6338028169014085,0.6699751861042184,213.0,rf_21,500,log2,3,balanced,S2-only,CROME treated as a reference crop-map product rather than direct ground truth
Pulses / field beans and peas,0.5230769230769231,0.4811320754716981,0.5012285012285013,212.0,rf_21,500,log2,3,balanced,S2-only,CROME treated as a reference crop-map product rather than direct ground truth
Winter wheat,0.8208955223880597,0.7857142857142857,0.8029197080291971,210.0,rf_21,500,log2,3,balanced,S1+S2,CROME treated as a reference crop-map product rather than direct ground truth
Winter barley,0.7972350230414746,0.7863636363636364,0.7917620137299771,220.0,rf_21,500,log2,3,balanced,S1+S2,CROME treated as a reference crop-map product rather than direct ground truth
Spring barley,0.8355555555555556,0.8506787330316742,0.8430493273542601,221.0,rf_21,500,log2,3,balanced,S1+S2,CROME treated as a reference crop-map product rather than direct ground truth
Beet (sugar beet / fodder beet),0.8387096774193549,0.8161434977578476,0.8272727272727273,223.0,rf_21,500,log2,3,balanced,S1+S2,CROME treated as a reference crop-map product rather than direct ground truth
Maize,0.6771300448430493,0.695852534562212,0.6863636363636364,217.0,rf_21,500,log2,3,balanced,S1+S2,CROME treated as a reference crop-map product rather than direct ground truth
Oilseed rape,0.8867924528301887,0.9082125603864735,0.8973747016706444,207.0,rf_21,500,log2,3,balanced,S1+S2,CROME treated as a reference crop-map product rather than direct ground truth
Potatoes,0.8177339901477833,0.7793427230046949,0.7980769230769231,213.0,rf_21,500,log2,3,balanced,S1+S2,CROME treated as a reference crop-map product rather than direct ground truth
Pulses / field beans and peas,0.6444444444444445,0.6839622641509434,0.6636155606407322,212.0,rf_21,500,log2,3,balanced,S1+S2,CROME treated as a reference crop-map product rather than direct ground truth
Winter wheat,0.7293577981651376,0.7571428571428571,0.7429906542056075,210.0,rf_22,500,log2,3,balanced_subsample,S2-only,CROME treated as a reference crop-map product rather than direct ground truth
Winter barley,0.7523364485981309,0.7318181818181818,0.7419354838709677,220.0,rf_22,500,log2,3,balanced_subsample,S2-only,CROME treated as a reference crop-map product rather than direct ground truth
Spring barley,0.7109375,0.8235294117647058,0.7631027253668763,221.0,rf_22,500,log2,3,balanced_subsample,S2-only,CROME treated as a reference crop-map product rather than direct ground truth
Beet (sugar beet / fodder beet),0.806930693069307,0.7309417040358744,0.7670588235294118,223.0,rf_22,500,log2,3,balanced_subsample,S2-only,CROME treated as a reference crop-map product rather than direct ground truth
Maize,0.5742971887550201,0.6589861751152074,0.6137339055793991,217.0,rf_22,500,log2,3,balanced_subsample,S2-only,CROME treated as a reference crop-map product rather than direct ground truth
Oilseed rape,0.8333333333333334,0.7971014492753623,0.8148148148148148,207.0,rf_22,500,log2,3,balanced_subsample,S2-only,CROME treated as a reference crop-map product rather than direct ground truth
Potatoes,0.7225130890052356,0.647887323943662,0.6831683168316832,213.0,rf_22,500,log2,3,balanced_subsample,S2-only,CROME treated as a reference crop-map product rather than direct ground truth
Pulses / field beans and peas,0.5282051282051282,0.4858490566037736,0.5061425061425061,212.0,rf_22,500,log2,3,balanced_subsample,S2-only,CROME treated as a reference crop-map product rather than direct ground truth
Winter wheat,0.8258706467661692,0.7904761904761904,0.8077858880778589,210.0,rf_22,500,log2,3,balanced_subsample,S1+S2,CROME treated as a reference crop-map product rather than direct ground truth
Winter barley,0.8046511627906977,0.7863636363636364,0.7954022988505747,220.0,rf_22,500,log2,3,balanced_subsample,S1+S2,CROME treated as a reference crop-map product rather than direct ground truth
Spring barley,0.8385650224215246,0.8461538461538461,0.8423423423423423,221.0,rf_22,500,log2,3,balanced_subsample,S1+S2,CROME treated as a reference crop-map product rather than direct ground truth
Beet (sugar beet / fodder beet),0.8457943925233645,0.8116591928251121,0.8283752860411899,223.0,rf_22,500,log2,3,balanced_subsample,S1+S2,CROME treated as a reference crop-map product rather than direct ground truth
Maize,0.6740088105726872,0.7050691244239631,0.6891891891891891,217.0,rf_22,500,log2,3,balanced_subsample,S1+S2,CROME treated as a reference crop-map product rather than direct ground truth
Oilseed rape,0.8952380952380953,0.9082125603864735,0.9016786570743405,207.0,rf_22,500,log2,3,balanced_subsample,S1+S2,CROME treated as a reference crop-map product rather than direct ground truth
Potatoes,0.8048780487804879,0.7746478873239436,0.7894736842105263,213.0,rf_22,500,log2,3,balanced_subsample,S1+S2,CROME treated as a reference crop-map product rather than direct ground truth
Pulses / field beans and peas,0.631578947368421,0.6792452830188679,0.6545454545454545,212.0,rf_22,500,log2,3,balanced_subsample,S1+S2,CROME treated as a reference crop-map product rather than direct ground truth
Winter wheat,0.7162162162162162,0.7571428571428571,0.7361111111111112,210.0,rf_23,500,log2,5,balanced,S2-only,CROME treated as a reference crop-map product rather than direct ground truth
Winter barley,0.740909090909091,0.740909090909091,0.740909090909091,220.0,rf_23,500,log2,5,balanced,S2-only,CROME treated as a reference crop-map product rather than direct ground truth
Spring barley,0.6976744186046512,0.8144796380090498,0.7515657620041754,221.0,rf_23,500,log2,5,balanced,S2-only,CROME treated as a reference crop-map product rather than direct ground truth
Beet (sugar beet / fodder beet),0.7970297029702971,0.7219730941704036,0.7576470588235295,223.0,rf_23,500,log2,5,balanced,S2-only,CROME treated as a reference crop-map product rather than direct ground truth
Maize,0.5680933852140078,0.6728110599078341,0.6160337552742616,217.0,rf_23,500,log2,5,balanced,S2-only,CROME treated as a reference crop-map product rather than direct ground truth
Oilseed rape,0.8624338624338624,0.7874396135265701,0.8232323232323232,207.0,rf_23,500,log2,5,balanced,S2-only,CROME treated as a reference crop-map product rather than direct ground truth
Potatoes,0.7272727272727273,0.6384976525821596,0.68,213.0,rf_23,500,log2,5,balanced,S2-only,CROME treated as a reference crop-map product rather than direct ground truth
Pulses / field beans and peas,0.5478723404255319,0.4858490566037736,0.515,212.0,rf_23,500,log2,5,balanced,S2-only,CROME treated as a reference crop-map product rather than direct ground truth
Winter wheat,0.8333333333333334,0.7857142857142857,0.8088235294117647,210.0,rf_23,500,log2,5,balanced,S1+S2,CROME treated as a reference crop-map product rather than direct ground truth
Winter barley,0.7909090909090909,0.7909090909090909,0.7909090909090909,220.0,rf_23,500,log2,5,balanced,S1+S2,CROME treated as a reference crop-map product rather than direct ground truth
Spring barley,0.8430493273542601,0.8506787330316742,0.8468468468468469,221.0,rf_23,500,log2,5,balanced,S1+S2,CROME treated as a reference crop-map product rather than direct ground truth
Beet (sugar beet / fodder beet),0.8401826484018264,0.8251121076233184,0.832579185520362,223.0,rf_23,500,log2,5,balanced,S1+S2,CROME treated as a reference crop-map product rather than direct ground truth
Maize,0.6894977168949772,0.695852534562212,0.6926605504587156,217.0,rf_23,500,log2,5,balanced,S1+S2,CROME treated as a reference crop-map product rather than direct ground truth
Oilseed rape,0.8820754716981132,0.9033816425120773,0.8926014319809069,207.0,rf_23,500,log2,5,balanced,S1+S2,CROME treated as a reference crop-map product rather than direct ground truth
Potatoes,0.8,0.7699530516431925,0.784688995215311,213.0,rf_23,500,log2,5,balanced,S1+S2,CROME treated as a reference crop-map product rather than direct ground truth
Pulses / field beans and peas,0.6387665198237885,0.6839622641509434,0.6605922551252847,212.0,rf_23,500,log2,5,balanced,S1+S2,CROME treated as a reference crop-map product rather than direct ground truth
Winter wheat,0.7030567685589519,0.7666666666666667,0.7334851936218679,210.0,rf_24,500,log2,5,balanced_subsample,S2-only,CROME treated as a reference crop-map product rather than direct ground truth
Winter barley,0.7476635514018691,0.7272727272727273,0.7373271889400922,220.0,rf_24,500,log2,5,balanced_subsample,S2-only,CROME treated as a reference crop-map product rather than direct ground truth
Spring barley,0.7098039215686275,0.8190045248868778,0.7605042016806722,221.0,rf_24,500,log2,5,balanced_subsample,S2-only,CROME treated as a reference crop-map product rather than direct ground truth
Beet (sugar beet / fodder beet),0.8140703517587939,0.726457399103139,0.7677725118483413,223.0,rf_24,500,log2,5,balanced_subsample,S2-only,CROME treated as a reference crop-map product rather than direct ground truth
Maize,0.5555555555555556,0.6682027649769585,0.606694560669456,217.0,rf_24,500,log2,5,balanced_subsample,S2-only,CROME treated as a reference crop-map product rather than direct ground truth
Oilseed rape,0.8473684210526315,0.7777777777777778,0.8110831234256927,207.0,rf_24,500,log2,5,balanced_subsample,S2-only,CROME treated as a reference crop-map product rather than direct ground truth
Potatoes,0.7180851063829787,0.6338028169014085,0.6733167082294265,213.0,rf_24,500,log2,5,balanced_subsample,S2-only,CROME treated as a reference crop-map product rather than direct ground truth
Pulses / field beans and peas,0.5347593582887701,0.4716981132075472,0.5012531328320802,212.0,rf_24,500,log2,5,balanced_subsample,S2-only,CROME treated as a reference crop-map product rather than direct ground truth
Winter wheat,0.8282828282828283,0.780952380952381,0.803921568627451,210.0,rf_24,500,log2,5,balanced_subsample,S1+S2,CROME treated as a reference crop-map product rather than direct ground truth
Winter barley,0.7853881278538812,0.7818181818181819,0.7835990888382688,220.0,rf_24,500,log2,5,balanced_subsample,S1+S2,CROME treated as a reference crop-map product rather than direct ground truth
Spring barley,0.8258928571428571,0.8371040723981901,0.8314606741573034,221.0,rf_24,500,log2,5,balanced_subsample,S1+S2,CROME treated as a reference crop-map product rather than direct ground truth
Beet (sugar beet / fodder beet),0.8465116279069768,0.8161434977578476,0.8310502283105022,223.0,rf_24,500,log2,5,balanced_subsample,S1+S2,CROME treated as a reference crop-map product rather than direct ground truth
Maize,0.6696428571428571,0.6912442396313364,0.6802721088435374,217.0,rf_24,500,log2,5,balanced_subsample,S1+S2,CROME treated as a reference crop-map product rather than direct ground truth
Oilseed rape,0.8826291079812206,0.9082125603864735,0.8952380952380953,207.0,rf_24,500,log2,5,balanced_subsample,S1+S2,CROME treated as a reference crop-map product rather than direct ground truth
Potatoes,0.8118811881188119,0.7699530516431925,0.7903614457831325,213.0,rf_24,500,log2,5,balanced_subsample,S1+S2,CROME treated as a reference crop-map product rather than direct ground truth
Pulses / field beans and peas,0.631578947368421,0.6792452830188679,0.6545454545454545,212.0,rf_24,500,log2,5,balanced_subsample,S1+S2,CROME treated as a reference crop-map product rather than direct ground truth
Winter wheat,0.7327188940092166,0.7571428571428571,0.7447306791569087,210.0,rf_25,800,sqrt,1,balanced,S2-only,CROME treated as a reference crop-map product rather than direct ground truth
Winter barley,0.7638888888888888,0.75,0.7568807339449541,220.0,rf_25,800,sqrt,1,balanced,S2-only,CROME treated as a reference crop-map product rather than direct ground truth
Spring barley,0.7228915662650602,0.8144796380090498,0.7659574468085106,221.0,rf_25,800,sqrt,1,balanced,S2-only,CROME treated as a reference crop-map product rather than direct ground truth
Beet (sugar beet / fodder beet),0.815,0.7309417040358744,0.7706855791962175,223.0,rf_25,800,sqrt,1,balanced,S2-only,CROME treated as a reference crop-map product rather than direct ground truth
Maize,0.5763358778625954,0.695852534562212,0.6304801670146137,217.0,rf_25,800,sqrt,1,balanced,S2-only,CROME treated as a reference crop-map product rather than direct ground truth
Oilseed rape,0.8316326530612245,0.7874396135265701,0.8089330024813896,207.0,rf_25,800,sqrt,1,balanced,S2-only,CROME treated as a reference crop-map product rather than direct ground truth
Potatoes,0.7472527472527473,0.6384976525821596,0.6886075949367089,213.0,rf_25,800,sqrt,1,balanced,S2-only,CROME treated as a reference crop-map product rather than direct ground truth
Pulses / field beans and peas,0.5373134328358209,0.5094339622641509,0.5230024213075061,212.0,rf_25,800,sqrt,1,balanced,S2-only,CROME treated as a reference crop-map product rather than direct ground truth
Winter wheat,0.8426395939086294,0.7904761904761904,0.8157248157248157,210.0,rf_25,800,sqrt,1,balanced,S1+S2,CROME treated as a reference crop-map product rather than direct ground truth
Winter barley,0.7972350230414746,0.7863636363636364,0.7917620137299771,220.0,rf_25,800,sqrt,1,balanced,S1+S2,CROME treated as a reference crop-map product rather than direct ground truth
Spring barley,0.8281938325991189,0.8506787330316742,0.8392857142857143,221.0,rf_25,800,sqrt,1,balanced,S1+S2,CROME treated as a reference crop-map product rather than direct ground truth
Beet (sugar beet / fodder beet),0.8356164383561644,0.820627802690583,0.8280542986425339,223.0,rf_25,800,sqrt,1,balanced,S1+S2,CROME treated as a reference crop-map product rather than direct ground truth
Maize,0.6875,0.7096774193548387,0.6984126984126984,217.0,rf_25,800,sqrt,1,balanced,S1+S2,CROME treated as a reference crop-map product rather than direct ground truth
Oilseed rape,0.8909952606635071,0.9082125603864735,0.8995215311004785,207.0,rf_25,800,sqrt,1,balanced,S1+S2,CROME treated as a reference crop-map product rather than direct ground truth
Potatoes,0.8097560975609757,0.7793427230046949,0.7942583732057417,213.0,rf_25,800,sqrt,1,balanced,S1+S2,CROME treated as a reference crop-map product rather than direct ground truth
Pulses / field beans and peas,0.6547085201793722,0.6886792452830188,0.671264367816092,212.0,rf_25,800,sqrt,1,balanced,S1+S2,CROME treated as a reference crop-map product rather than direct ground truth
Winter wheat,0.7419354838709677,0.7666666666666667,0.7540983606557377,210.0,rf_26,800,sqrt,1,balanced_subsample,S2-only,CROME treated as a reference crop-map product rather than direct ground truth
Winter barley,0.7731481481481481,0.759090909090909,0.7660550458715596,220.0,rf_26,800,sqrt,1,balanced_subsample,S2-only,CROME treated as a reference crop-map product rather than direct ground truth
Spring barley,0.7228915662650602,0.8144796380090498,0.7659574468085106,221.0,rf_26,800,sqrt,1,balanced_subsample,S2-only,CROME treated as a reference crop-map product rather than direct ground truth
Beet (sugar beet / fodder beet),0.8109452736318408,0.7309417040358744,0.7688679245283019,223.0,rf_26,800,sqrt,1,balanced_subsample,S2-only,CROME treated as a reference crop-map product rather than direct ground truth
Maize,0.5675675675675675,0.6774193548387096,0.6176470588235294,217.0,rf_26,800,sqrt,1,balanced_subsample,S2-only,CROME treated as a reference crop-map product rather than direct ground truth
Oilseed rape,0.8418367346938775,0.7971014492753623,0.8188585607940446,207.0,rf_26,800,sqrt,1,balanced_subsample,S2-only,CROME treated as a reference crop-map product rather than direct ground truth
Potatoes,0.7540106951871658,0.6619718309859155,0.705,213.0,rf_26,800,sqrt,1,balanced_subsample,S2-only,CROME treated as a reference crop-map product rather than direct ground truth
Pulses / field beans and peas,0.5353535353535354,0.5,0.5170731707317073,212.0,rf_26,800,sqrt,1,balanced_subsample,S2-only,CROME treated as a reference crop-map product rather than direct ground truth
Winter wheat,0.825,0.7857142857142857,0.8048780487804879,210.0,rf_26,800,sqrt,1,balanced_subsample,S1+S2,CROME treated as a reference crop-map product rather than direct ground truth
Winter barley,0.7962962962962963,0.7818181818181819,0.7889908256880734,220.0,rf_26,800,sqrt,1,balanced_subsample,S1+S2,CROME treated as a reference crop-map product rather than direct ground truth
Spring barley,0.8355555555555556,0.8506787330316742,0.8430493273542601,221.0,rf_26,800,sqrt,1,balanced_subsample,S1+S2,CROME treated as a reference crop-map product rather than direct ground truth
Beet (sugar beet / fodder beet),0.8387096774193549,0.8161434977578476,0.8272727272727273,223.0,rf_26,800,sqrt,1,balanced_subsample,S1+S2,CROME treated as a reference crop-map product rather than direct ground truth
Maize,0.6858407079646017,0.7142857142857143,0.6997742663656885,217.0,rf_26,800,sqrt,1,balanced_subsample,S1+S2,CROME treated as a reference crop-map product rather than direct ground truth
Oilseed rape,0.8904761904761904,0.9033816425120773,0.8968824940047961,207.0,rf_26,800,sqrt,1,balanced_subsample,S1+S2,CROME treated as a reference crop-map product rather than direct ground truth
Potatoes,0.8019323671497585,0.7793427230046949,0.7904761904761904,213.0,rf_26,800,sqrt,1,balanced_subsample,S1+S2,CROME treated as a reference crop-map product rather than direct ground truth
Pulses / field beans and peas,0.6486486486486487,0.6792452830188679,0.663594470046083,212.0,rf_26,800,sqrt,1,balanced_subsample,S1+S2,CROME treated as a reference crop-map product rather than direct ground truth
Winter wheat,0.7247706422018348,0.7523809523809524,0.7383177570093458,210.0,rf_27,800,sqrt,3,balanced,S2-only,CROME treated as a reference crop-map product rather than direct ground truth
Winter barley,0.7432432432432432,0.75,0.746606334841629,220.0,rf_27,800,sqrt,3,balanced,S2-only,CROME treated as a reference crop-map product rather than direct ground truth
Spring barley,0.7182539682539683,0.8190045248868778,0.7653276955602537,221.0,rf_27,800,sqrt,3,balanced,S2-only,CROME treated as a reference crop-map product rather than direct ground truth
Beet (sugar beet / fodder beet),0.82,0.7354260089686099,0.7754137115839244,223.0,rf_27,800,sqrt,3,balanced,S2-only,CROME treated as a reference crop-map product rather than direct ground truth
Maize,0.5708812260536399,0.6866359447004609,0.6234309623430963,217.0,rf_27,800,sqrt,3,balanced,S2-only,CROME treated as a reference crop-map product rather than direct ground truth
Oilseed rape,0.8489583333333334,0.7874396135265701,0.8170426065162907,207.0,rf_27,800,sqrt,3,balanced,S2-only,CROME treated as a reference crop-map product rather than direct ground truth
Potatoes,0.7365591397849462,0.6431924882629108,0.6867167919799498,213.0,rf_27,800,sqrt,3,balanced,S2-only,CROME treated as a reference crop-map product rather than direct ground truth
Pulses / field beans and peas,0.53125,0.4811320754716981,0.504950495049505,212.0,rf_27,800,sqrt,3,balanced,S2-only,CROME treated as a reference crop-map product rather than direct ground truth
Winter wheat,0.8333333333333334,0.7857142857142857,0.8088235294117647,210.0,rf_27,800,sqrt,3,balanced,S1+S2,CROME treated as a reference crop-map product rather than direct ground truth
Winter barley,0.7935779816513762,0.7863636363636364,0.7899543378995434,220.0,rf_27,800,sqrt,3,balanced,S1+S2,CROME treated as a reference crop-map product rather than direct ground truth
Spring barley,0.8416289592760181,0.8416289592760181,0.8416289592760181,221.0,rf_27,800,sqrt,3,balanced,S1+S2,CROME treated as a reference crop-map product rather than direct ground truth
Beet (sugar beet / fodder beet),0.8294930875576036,0.8071748878923767,0.8181818181818182,223.0,rf_27,800,sqrt,3,balanced,S1+S2,CROME treated as a reference crop-map product rather than direct ground truth
Maize,0.672566371681416,0.7004608294930875,0.6862302483069977,217.0,rf_27,800,sqrt,3,balanced,S1+S2,CROME treated as a reference crop-map product rather than direct ground truth
Oilseed rape,0.8873239436619719,0.9130434782608695,0.9,207.0,rf_27,800,sqrt,3,balanced,S1+S2,CROME treated as a reference crop-map product rather than direct ground truth
Potatoes,0.7922705314009661,0.7699530516431925,0.780952380952381,213.0,rf_27,800,sqrt,3,balanced,S1+S2,CROME treated as a reference crop-map product rather than direct ground truth
Pulses / field beans and peas,0.6367713004484304,0.6698113207547169,0.6528735632183909,212.0,rf_27,800,sqrt,3,balanced,S1+S2,CROME treated as a reference crop-map product rather than direct ground truth
Winter wheat,0.7272727272727273,0.7619047619047619,0.7441860465116279,210.0,rf_28,800,sqrt,3,balanced_subsample,S2-only,CROME treated as a reference crop-map product rather than direct ground truth
Winter barley,0.7522935779816514,0.7454545454545455,0.7488584474885844,220.0,rf_28,800,sqrt,3,balanced_subsample,S2-only,CROME treated as a reference crop-map product rather than direct ground truth
Spring barley,0.7114624505928854,0.8144796380090498,0.759493670886076,221.0,rf_28,800,sqrt,3,balanced_subsample,S2-only,CROME treated as a reference crop-map product rather than direct ground truth
Beet (sugar beet / fodder beet),0.815,0.7309417040358744,0.7706855791962175,223.0,rf_28,800,sqrt,3,balanced_subsample,S2-only,CROME treated as a reference crop-map product rather than direct ground truth
Maize,0.573076923076923,0.6866359447004609,0.6247379454926625,217.0,rf_28,800,sqrt,3,balanced_subsample,S2-only,CROME treated as a reference crop-map product rather than direct ground truth
Oilseed rape,0.8324873096446701,0.7922705314009661,0.8118811881188119,207.0,rf_28,800,sqrt,3,balanced_subsample,S2-only,CROME treated as a reference crop-map product rather than direct ground truth
Potatoes,0.7473118279569892,0.6525821596244131,0.6967418546365914,213.0,rf_28,800,sqrt,3,balanced_subsample,S2-only,CROME treated as a reference crop-map product rather than direct ground truth
Pulses / field beans and peas,0.5502645502645502,0.49056603773584906,0.5187032418952618,212.0,rf_28,800,sqrt,3,balanced_subsample,S2-only,CROME treated as a reference crop-map product rather than direct ground truth
Winter wheat,0.8258706467661692,0.7904761904761904,0.8077858880778589,210.0,rf_28,800,sqrt,3,balanced_subsample,S1+S2,CROME treated as a reference crop-map product rather than direct ground truth
Winter barley,0.8055555555555556,0.7909090909090909,0.7981651376146789,220.0,rf_28,800,sqrt,3,balanced_subsample,S1+S2,CROME treated as a reference crop-map product rather than direct ground truth
Spring barley,0.8552036199095022,0.8552036199095022,0.8552036199095022,221.0,rf_28,800,sqrt,3,balanced_subsample,S1+S2,CROME treated as a reference crop-map product rather than direct ground truth
Beet (sugar beet / fodder beet),0.8348623853211009,0.8161434977578476,0.8253968253968254,223.0,rf_28,800,sqrt,3,balanced_subsample,S1+S2,CROME treated as a reference crop-map product rather than direct ground truth
Maize,0.6830357142857143,0.7050691244239631,0.6938775510204082,217.0,rf_28,800,sqrt,3,balanced_subsample,S1+S2,CROME treated as a reference crop-map product rather than direct ground truth
Oilseed rape,0.883177570093458,0.9130434782608695,0.8978622327790974,207.0,rf_28,800,sqrt,3,balanced_subsample,S1+S2,CROME treated as a reference crop-map product rather than direct ground truth
Potatoes,0.7922705314009661,0.7699530516431925,0.780952380952381,213.0,rf_28,800,sqrt,3,balanced_subsample,S1+S2,CROME treated as a reference crop-map product rather than direct ground truth
Pulses / field beans and peas,0.6441441441441441,0.6745283018867925,0.6589861751152074,212.0,rf_28,800,sqrt,3,balanced_subsample,S1+S2,CROME treated as a reference crop-map product rather than direct ground truth
Winter wheat,0.7214611872146118,0.7523809523809524,0.7365967365967366,210.0,rf_29,800,sqrt,5,balanced,S2-only,CROME treated as a reference crop-map product rather than direct ground truth
Winter barley,0.7454545454545455,0.7454545454545455,0.7454545454545455,220.0,rf_29,800,sqrt,5,balanced,S2-only,CROME treated as a reference crop-map product rather than direct ground truth
Spring barley,0.7015503875968992,0.8190045248868778,0.755741127348643,221.0,rf_29,800,sqrt,5,balanced,S2-only,CROME treated as a reference crop-map product rather than direct ground truth
Beet (sugar beet / fodder beet),0.81,0.726457399103139,0.7659574468085106,223.0,rf_29,800,sqrt,5,balanced,S2-only,CROME treated as a reference crop-map product rather than direct ground truth
Maize,0.5534351145038168,0.6682027649769585,0.605427974947808,217.0,rf_29,800,sqrt,5,balanced,S2-only,CROME treated as a reference crop-map product rather than direct ground truth
Oilseed rape,0.8393782383419689,0.782608695652174,0.81,207.0,rf_29,800,sqrt,5,balanced,S2-only,CROME treated as a reference crop-map product rather than direct ground truth
Potatoes,0.7336956521739131,0.6338028169014085,0.6801007556675063,213.0,rf_29,800,sqrt,5,balanced,S2-only,CROME treated as a reference crop-map product rather than direct ground truth
Pulses / field beans and peas,0.5347593582887701,0.4716981132075472,0.5012531328320802,212.0,rf_29,800,sqrt,5,balanced,S2-only,CROME treated as a reference crop-map product rather than direct ground truth
Winter wheat,0.825,0.7857142857142857,0.8048780487804879,210.0,rf_29,800,sqrt,5,balanced,S1+S2,CROME treated as a reference crop-map product rather than direct ground truth
Winter barley,0.7945205479452054,0.7909090909090909,0.7927107061503417,220.0,rf_29,800,sqrt,5,balanced,S1+S2,CROME treated as a reference crop-map product rather than direct ground truth
Spring barley,0.8454545454545455,0.8416289592760181,0.8435374149659864,221.0,rf_29,800,sqrt,5,balanced,S1+S2,CROME treated as a reference crop-map product rather than direct ground truth
Beet (sugar beet / fodder beet),0.8387096774193549,0.8161434977578476,0.8272727272727273,223.0,rf_29,800,sqrt,5,balanced,S1+S2,CROME treated as a reference crop-map product rather than direct ground truth
Maize,0.669683257918552,0.6820276497695853,0.6757990867579908,217.0,rf_29,800,sqrt,5,balanced,S1+S2,CROME treated as a reference crop-map product rather than direct ground truth
Oilseed rape,0.8873239436619719,0.9130434782608695,0.9,207.0,rf_29,800,sqrt,5,balanced,S1+S2,CROME treated as a reference crop-map product rather than direct ground truth
Potatoes,0.7990196078431373,0.7652582159624414,0.7817745803357314,213.0,rf_29,800,sqrt,5,balanced,S1+S2,CROME treated as a reference crop-map product rather than direct ground truth
Pulses / field beans and peas,0.6244541484716157,0.6745283018867925,0.6485260770975056,212.0,rf_29,800,sqrt,5,balanced,S1+S2,CROME treated as a reference crop-map product rather than direct ground truth
Winter wheat,0.7111111111111111,0.7619047619047619,0.735632183908046,210.0,rf_30,800,sqrt,5,balanced_subsample,S2-only,CROME treated as a reference crop-map product rather than direct ground truth
Winter barley,0.7546296296296297,0.740909090909091,0.7477064220183486,220.0,rf_30,800,sqrt,5,balanced_subsample,S2-only,CROME treated as a reference crop-map product rather than direct ground truth
Spring barley,0.7109375,0.8235294117647058,0.7631027253668763,221.0,rf_30,800,sqrt,5,balanced_subsample,S2-only,CROME treated as a reference crop-map product rather than direct ground truth
Beet (sugar beet / fodder beet),0.8118811881188119,0.7354260089686099,0.7717647058823529,223.0,rf_30,800,sqrt,5,balanced_subsample,S2-only,CROME treated as a reference crop-map product rather than direct ground truth
Maize,0.5692307692307692,0.6820276497695853,0.6205450733752621,217.0,rf_30,800,sqrt,5,balanced_subsample,S2-only,CROME treated as a reference crop-map product rather than direct ground truth
Oilseed rape,0.8497409326424871,0.7922705314009661,0.82,207.0,rf_30,800,sqrt,5,balanced_subsample,S2-only,CROME treated as a reference crop-map product rather than direct ground truth
Potatoes,0.7258064516129032,0.6338028169014085,0.6766917293233082,213.0,rf_30,800,sqrt,5,balanced_subsample,S2-only,CROME treated as a reference crop-map product rather than direct ground truth
Pulses / field beans and peas,0.5351351351351351,0.4669811320754717,0.4987405541561713,212.0,rf_30,800,sqrt,5,balanced_subsample,S2-only,CROME treated as a reference crop-map product rather than direct ground truth
Winter wheat,0.8333333333333334,0.7857142857142857,0.8088235294117647,210.0,rf_30,800,sqrt,5,balanced_subsample,S1+S2,CROME treated as a reference crop-map product rather than direct ground truth
Winter barley,0.7945205479452054,0.7909090909090909,0.7927107061503417,220.0,rf_30,800,sqrt,5,balanced_subsample,S1+S2,CROME treated as a reference crop-map product rather than direct ground truth
Spring barley,0.8378378378378378,0.8416289592760181,0.8397291196388262,221.0,rf_30,800,sqrt,5,balanced_subsample,S1+S2,CROME treated as a reference crop-map product rather than direct ground truth
Beet (sugar beet / fodder beet),0.8418604651162791,0.8116591928251121,0.8264840182648402,223.0,rf_30,800,sqrt,5,balanced_subsample,S1+S2,CROME treated as a reference crop-map product rather than direct ground truth
