grid_id,grid_area_ha,selected_crop_area_ha,selected_crop_intensity,retained_for_clustering,prop_winter_wheat,prop_winter_barley,prop_spring_barley,prop_beet_sugar_beet___fodder_beet,prop_maize,prop_oilseed_rape,prop_potatoes,prop_pulses___field_beans_and_peas
g0091,10000.0,3335.7002343988634,0.33357002343988634,True,0.3887103213025588,0.12021384900315389,0.09119003863379553,0.16271943785879753,0.09020356969309123,0.005190922197681468,0.07680799288679353,0.06496386842412782
g0092,10000.0,5008.630923690904,0.5008630923690903,True,0.2846367835455158,0.1613014561222347,0.09439038699680725,0.12360673193898174,0.10992623212158084,0.09580548380586602,0.06576901083300765,0.06456391463600594
g0093,10000.0,4589.4048305074975,0.45894048305074975,True,0.24495820950556904,0.20725734261048054,0.1716897119621345,0.14299598612834916,0.09025175909351754,0.02116817675010909,0.08375704555616968,0.03792176839367036
g0094,10000.0,4535.631006184067,0.45356310061840666,True,0.1590040725956818,0.23498038345297984,0.24819812583676443,0.16558029800899443,0.04913623614515064,0.024846183160855954,0.06564440423373963,0.05261029656583344
g0095,10000.0,6461.451940509054,0.6461451940509054,True,0.20955347513744838,0.15379033666539135,0.25689725857105383,0.20501643856254934,0.03538230329006375,0.05183152651167005,0.037610880612849104,0.04991778064897422
g0096,5046.68434251973,2168.7697380468035,0.4297415076616365,True,0.28124304541679174,0.1055914973306041,0.20207103203328353,0.12237655969698112,0.09033304194721195,0.08469038026678999,0.08789602197828303,0.0257984213300544
g0097,549.3786916271757,247.301164754103,0.45014699063342767,False,0.5794731433265278,0.13340707074980743,0.28495808798668204,0.0021616979369828535,0.0,0.0,0.0,0.0
g0098,6446.126247100841,3339.124138418579,0.5180047691309734,True,0.5246911838944514,0.13886783936712355,0.12881490943499013,0.06441215582797442,0.005006746824873279,0.08968428739587174,0.0,0.048522877254715505
g0099,10000.0,5876.067513658337,0.5876067513658336,True,0.5571316862321216,0.11532594706546086,0.15122952359117386,0.0626412763218018,0.0014967593447874116,0.041036832046857055,0.000855392760183376,0.0702825826376139
g0100,10000.0,4415.206640726752,0.4415206640726752,True,0.49332777237545256,0.13061112794036348,0.06681288467573522,0.13223421310458666,0.04618505565637719,0.0213716646035628,0.07654831152980623,0.0329089701141157
g0101,10000.0,3014.1269076894882,0.30141269076894883,True,0.25164755730951216,0.35409399445566947,0.013450999507168451,0.11242048652951311,0.08229302540555168,0.07391076251238787,0.08562794323929554,0.026555231040901576
g0102,10000.0,892.5026568048025,0.08925026568048025,True,0.06267387229524206,0.31482010677961897,0.07502622640537833,0.1977388680689118,0.13724279636584136,0.0,0.16683492488153973,0.04566320520346779
g0103,10000.0,1244.1970131861017,0.12441970131861017,True,0.19665132684692058,0.30405535144816803,0.0848589102688666,0.2184870920643171,0.03476601119653178,0.04366630638069266,0.033776184645563895,0.08373881714893953
g0104,10000.0,4777.0479099993145,0.47770479099993146,True,0.36849460360539504,0.2013559844302026,0.08253548270370194,0.14943717346686491,0.05485892568370695,0.05645982533243944,0.03951294782970103,0.04734505694798796
g0105,10000.0,6758.889812054027,0.6758889812054028,True,0.3324812401327558,0.21221056436741473,0.0986015773235879,0.08817406230442694,0.08466827006365357,0.0654119599442549,0.05335218996525537,0.06510013589865085
g0106,10000.0,6544.858339483237,0.6544858339483237,True,0.33307796701224307,0.1466050996719441,0.1771400273654961,0.13515478712288145,0.05048043060561044,0.09388260607335745,0.023481150306771663,0.04017793184169574
g0107,10000.0,6490.121176457629,0.6490121176457629,True,0.2807018291992696,0.15591114875365822,0.14790158990363253,0.15861382796871423,0.038428852368891674,0.08724416784350605,0.0665940669284874,0.06460451703384032
g0108,5920.65681028912,2094.9560532503697,0.35383845414071013,True,0.13410407771022814,0.1573766871235858,0.2859646407337539,0.16044076136177024,0.06493457424858959,0.02809410554817324,0.11051914251399383,0.05856601075990528
g0109,6309.317327808437,2687.992357432505,0.42603537241424316,True,0.5382260276995141,0.11334087119784118,0.04138109874009159,0.0736271984560443,0.029769186230528807,0.048256148006141475,0.024583383934247333,0.13081608573559106
